Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	1.9109790325164795	21.867727	16.199148	88.12324	7.9728937	24.55	23.497566	0.0	23.497566	23.497566	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.917187	11.917252	60.480244	-4.654917	14.175427	15.206511	79.54203	-1.8709689	0.43125388	0.50279367	1.9117327	-0.62688386	-13.744173	14.973609	1.8517673	-78.94338	13.881712	14.846189	78.94338	0.011631133	-0.65238255	0.38937274	0.18517673	-1.0361941	413.11127	884.8918	6232.0576	0.00013528325	12.827662	15.062101	78.34924	1.3528324e-05
1	1999	2.7426629066467285	21.89739	19.323784	91.71036	6.8197417	24.390244	114.52617	0.0	114.52617	114.52617	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.318113	26.020472	94.8614	-2.6546924	35.017296	30.46544	117.66336	-1.1062971	1.1368312	0.46529102	2.4121962	-0.18678717	-33.880463	30.338337	1.4827305	-116.58012	33.923256	30.290482	116.58012	0.02168706	-0.8195954	0.2934217	0.14827305	-1.0054692	2068.3005	3209.985	13590.923	0.0004703286	32.66284	30.321123	115.88336	4.703286e-05
2	2999	3.579022169113159	17.015001	11.203094	63.820225	6.1277585	21.404255	48.95471	0.0	48.95471	48.95471	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.44737	26.890247	111.21813	0.49139583	46.10508	30.611567	128.17113	0.49139583	1.3479806	0.53713787	2.5327196	-0.2627739	-44.7571	30.654373	0.5004009	-127.05714	44.758327	30.652582	127.05714	0.1002686	-0.90657896	0.18670376	0.05004009	-1.0054281	2942.8887	3661.0894	16143.516	0.010053793	43.427013	30.73059	126.35106	0.0010053793
3	3999	4.428997039794922	18.893555	13.409136	77.89592	6.398895	21.644444	44.50691	0.0	44.50691	44.50691	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.252377	18.707285	80.18764	1.0617222	38.303238	21.820621	90.8671	1.0617222	1.7787136	0.5627606	3.2073495	-0.115584284	-36.52453	22.00621	0.8061188	-89.38186	36.53501	21.988802	89.38186	0.0044452483	-0.87984854	0.20642741	0.08061188	-1.0021958	1818.3145	1850.1173	7989.117	1.9760233e-05	34.90088	22.070675	87.9209	1.9760232e-06
4	4999	5.308936834335327	14.7635565	9.767971	51.274837	5.4382825	20.22449	42.712307	0.0	42.712307	42.712307	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.068312	14.466398	61.97706	2.0118904	33.252144	16.802414	75.56558	2.0118904	2.1162384	0.5105789	3.274962	0.42376894	-31.135904	17.124939	1.0732613	-74.2791	31.159327	17.082287	74.2791	0.01254498	-0.8577157	0.21884993	0.10732613	-0.99251574	1262.7081	1125.6646	5517.385	0.00015737653	29.29402	17.178513	73.01452	1.5737653e-05
5	5999	100.71055865287781	185.694	48.331783	297.68866	106.66406	99.3	205.02466	0.0	205.02466	205.02466	90.0	93.308075	53.887066	183.97273	-33.935707	6.6779523	-0.78216785	1.789037	14.061452	-9.009127	-99.69105	0.88177	0.06293272	0.99970007	0.77701795	-0.20554203	0.81303644	0.6014036	4.5759845	2.0116568e-06	111.72396	46.4751	166.32991	1.581	118.72103	51.104317	181.50247	1.581	135.81232	62.642918	183.65622	-20.740623	17.091297	44.556717	172.0896	-118.21336	33.375698	34.109768	172.0896	0.005808447	0.36224377	1.7416054	17.20896	-2.5350013	2277.4133	4543.248	29614.83	3.3738055e-05	60.901028	256.6553	2961.483	1.9321e-07
6	6999	196.46687150001526	231.6391	71.1126	341.4884	56.78883	100.111115	391.82886	0.0	391.82886	391.82886	211.0	181.05911	55.55681	229.35886	-30.643627	9.9689455	-0.30598265	2.1436124	16.543383	-11.129187	-190.59753	0.68763036	0.048997737	0.7768035	0.60460395	-0.48784834	0.84832436	0.6426567	5.212396	7.748604e-07	85.63549	48.19732	166.28648	1.2720811	95.1543	52.13245	182.89581	1.2720811	199.61366	48.881702	228.48235	-5.368391	104.45937	62.047207	219.52419	-9.827619	104.76359	61.53216	219.52419	0.04584073	2.6489499	4.586301	21.95242	-0.8664306	14761.616	13868.613	48190.867	0.0021013725	477.6561	972.0073	4819.087	5.215079e-05
7	7999	292.49440741539	327.43695	83.38373	384.13806	126.845024	156.28572	309.18842	0.0	309.18842	309.18842	143.0	185.96182	60.307705	231.86208	-28.174734	6.3464813	-0.22988616	2.2502708	18.069769	-12.816254	-194.64973	0.5300745	0.04192993	0.6044352	0.4607253	-0.78363156	0.85102856	0.6570394	5.3730135	2.9802322e-08	110.60237	45.192543	157.72089	2.6044786	118.98146	49.799137	173.883	2.6044786	141.7079	70.29849	221.48784	-0.8393897	22.726427	22.636307	53.991276	-9.931013	24.513922	20.687204	53.991276	0.004955998	0.1405096	0.15703535	0.9359948	-0.50600713	1028.8928	1086.7448	2915.0579	2.4561916e-05	6.44298	6.4648933	17.90217	4.1379454e-07
8	8999	389.9357476234436	265.71832	117.15182	389.38004	104.148224	153.5	1026.3273	0.0	1026.3273	1026.3273	1000.0	168.94475	56.9946	225.18016	-22.208166	4.521776	-0.15280992	2.303834	18.859238	-11.828163	-176.06462	0.4032358	0.03174138	0.460603	0.34956923	-1.0502671	0.84266746	0.6590794	6.025639	7.4505806e-07	104.08381	7.4435816	126.82337	92.922134	134.31485	8.056713	157.23843	122.5152	177.08226	8.549996	196.98634	154.89816	42.767426	3.3872054	50.21887	29.283777	42.767426	3.3872054	50.21887	29.283777	0.3195652	0.03189111	0.38851458	0.23312439	1840.5255	284.20883	2521.9348	857.53955	13.756626	2.3140395	19.240976	6.8267627
9	9999	485.76944947242737	486.215	326.63422	1050.4143	267.32614	342.25	317.23682	0.0	317.23682	317.23682	128.0	157.01044	44.0698	198.20818	-20.09455	2.5037632	-0.17587799	2.274995	18.807383	-11.469755	-162.78052	0.3023808	0.02569284	0.34946585	0.26143104	-1.4059399	0.84680885	0.6606782	5.8084574	5.066395e-07	116.82096	46.89121	168.42723	2.993972	123.11214	51.285347	182.65965	2.993972	143.88596	54.464344	185.93549	3.9067101	20.77382	15.0246525	53.587532	-13.259203	21.308706	14.255905	53.587532	0.11693311	0.19484353	0.18879132	1.2623997	-0.38221955	657.29175	732.2389	2871.6238	0.013673351	6.1212454	7.482775	35.601242	0.000106955966
