Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.6702296733856201	18.531794	9.892109	51.2227	6.696097	22.83721	47.272575	0.66995394	48.6391	46.31941	50.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	2.065977096557617	20.151817	12.101919	65.203514	6.7891846	24.195122	47.272575	0.66995394	48.6391	46.31941	50.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	2.4826748371124268	17.428719	10.798082	63.36147	5.468231	21.723404	47.385536	0.84493065	49.07926	46.138054	50.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	2.9330668449401855	18.014074	11.071851	50.493156	5.792627	20.6875	47.49043	0.9026875	49.102757	46.253006	50.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	3.4187090396881104	20.566559	16.361631	99.95171	5.1732616	23.32558	47.594963	0.88666356	49.293304	45.661358	50.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	104.46242833137512	171.34282	91.81685	294.15506	10.283395	86.90909	308.86652	1.0491952	310.80087	306.69925	132.2	95.1029	54.954304	188.35692	-24.62068	6.7750125	-0.74163526	1.8670138	14.168635	-10.361078	-101.488434	0.8839411	0.06187876	0.99970007	0.7802889	-0.19531545	0.8401175	0.61405	4.5140643	3.8146973e-06
6	6999	205.57720255851746	232.29478	59.592224	309.13043	135.02704	108.44444	124.398415	30.49361	186.85884	106.910286	75.5	186.63605	54.12444	230.19469	-26.256176	13.263066	-0.3266712	2.305718	16.44155	-11.267361	-196.34918	0.6887673	0.050934993	0.78009856	0.60316753	-0.4951364	0.87827367	0.65808547	5.5913553	2.3841858e-07
7	7999	307.57296419143677	226.50249	83.42174	339.64774	76.052376	107.55556	446.9103	3.182401	450.90558	442.09	272.1	189.40924	55.03753	228.31349	-35.984425	9.526465	-0.31476703	2.4181995	18.74312	-12.540105	-198.06026	0.5242553	0.042381663	0.60299027	0.4557358	-0.846631	0.8517589	0.6539999	5.472595	1.2516975e-06
8	8999	409.7880687713623	268.8759	118.60942	424.7326	94.5299	150.28572	514.325	3.1575012	518.65186	509.13632	278.1	173.97888	52.050957	223.31804	-28.35534	5.825914	-0.21853526	2.429979	18.744217	-10.554268	-181.07356	0.3998733	0.032368295	0.45562428	0.343631	-1.1282325	0.8580975	0.66583973	5.738721	4.9714e-06
9	9999	512.2062208652496	328.2762	93.01947	460.61905	127.892876	149.14285	391.35724	1.4828601	393.0607	388.6252	140.7	157.98259	44.367455	194.6247	-33.502995	4.118973	-0.09757245	2.4108574	20.20327	-11.284666	-163.81235	0.30118987	0.02298066	0.34352693	0.26334158	-1.315875	0.8725402	0.6665232	7.487384	5.4836273e-06
10	10999	613.4251861572266	354.14032	24.808393	397.02313	316.09567	139.0	79.842995	1.0537429	81.18562	78.47347	46.5	154.11969	44.30603	191.38039	-26.352325	2.999613	0.042331286	2.4137974	20.138428	-10.818044	-159.37479	0.23261426	0.01781035	0.2632766	0.20280427	-1.400966	0.87158316	0.6605519	6.4968424	1.4305115e-06
11	11999	715.0373718738556	343.51743	107.8983	408.06183	91.777016	128.28572	430.53003	1.5755426	432.67575	427.7786	150.9	153.34203	44.805923	191.40636	-37.61361	2.5998602	0.2555415	2.4463341	19.992838	-11.042563	-158.11961	0.18077843	0.012308445	0.2027485	0.16076598	-1.2718761	0.87822855	0.6671717	8.025555	7.1525574e-07
12	12999	815.7271876335144	402.4682	10.721374	416.99866	379.65305	142.5	208.11755	1.6003008	210.55676	205.78183	92.1	153.31494	44.500824	194.4526	-22.056063	2.1448236	0.49085507	2.494145	19.571053	-11.215032	-157.70459	0.14466116	0.008176032	0.16072658	0.1325359	-0.9775606	0.89703006	0.685476	6.9542217	1.7881393e-07
13	13999	917.5282981395721	411.66495	8.470166	429.93307	404.85233	145.83333	198.28563	0.9921472	199.59227	196.99968	88.5	156.92743	46.540108	194.18349	-26.010372	2.031996	0.66732234	2.5602093	21.969212	-12.728207	-161.17416	0.122005284	0.0063201846	0.13252608	0.111715734	-0.69935334	0.90078956	0.6986541	6.5200562	2.1457672e-06
14	14999	1018.8970284461975	400.4227	9.755143	410.94995	383.13742	139.625	427.7967	1.0390505	429.61484	426.09402	153.2	159.65828	47.838757	199.52554	-32.76093	1.9104573	0.7707578	2.6316817	23.792873	-11.045376	-163.66887	0.10399843	0.0049518216	0.11170066	0.09529771	-0.51988024	0.91118896	0.71466607	7.152082	7.674098e-07
15	15999	1121.2922146320343	409.9357	10.262298	428.9833	391.58728	143.0	337.50034	120.69848	402.26453	95.926834	124.1	159.12515	48.234447	199.90175	-17.486248	1.8956692	0.88392454	2.730575	23.13388	-10.686007	-162.91882	0.09006701	0.002899771	0.09529144	0.08617045	-0.27838677	0.929455	0.73248965	6.8744164	1.4454126e-06
16	16999	1224.3130583763123	320.28482	136.95215	413.7686	71.49826	116.125	443.013	1.4013422	445.43814	441.07404	154.5	159.84142	48.919952	203.94284	-21.495842	2.8621013	1.0375896	2.6538749	24.469156	-11.7757435	-163.38365	0.086862855	0.0012544334	0.08997706	0.08510856	0.09143152	0.9201488	0.7277233	7.601772	6.2584877e-06
17	17999	1326.2784140110016	411.28482	10.360592	421.92435	392.5552	145.57143	431.6474	1.6729716	433.99814	428.803	149.0	157.51405	49.011936	198.62459	-36.37912	1.8171867	0.94599146	2.6531324	23.113361	-11.287212	-160.96078	0.08835487	0.0020695264	0.09066988	0.083721064	-0.13181192	0.8986373	0.72612077	6.9719744	1.1026859e-06
18	18999	1428.3475713729858	416.70584	7.3789635	424.86697	400.5843	146.28572	422.95673	1.6656127	425.03302	420.1167	149.7	157.29515	49.451176	200.24261	-39.159744	1.653641	0.9459035	2.692995	22.991016	-11.420045	-160.47794	0.08088855	0.002252948	0.08439677	0.077702284	-0.1359681	0.89044523	0.72930425	7.648552	7.0780516e-07
