Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	3.3558895587921143	-12.577832	12.760877	2.2935584	-36.100147	32.8	916.5956	0.0	916.5956	916.5956	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.459606	27.367718	8.515177	-87.85263	-22.709661	21.502016	16.75639	-71.19085	-0.0045750104	0.6006733	1.4680321	-1.7747786	22.705088	21.502274	71.878105	-16.938313	25.331312	18.33558	71.878105	0.026212988	0.6235954	0.6545576	1.1150553	-1.0882539	977.8687	1177.6941	5166.4624	0.0006871208	24.915094	18.834957	73.0687	6.871208e-05
1	1999	5.600720167160034	-325.42557	0.0	-325.42557	-325.42557	1000.0	916.5956	0.0	916.5956	916.5956	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-35.459606	27.367718	8.515177	-87.85263	-22.709661	21.502016	16.75639	-71.19085	-0.0045750104	0.6006733	1.4680321	-1.7747786	22.705088	21.502274	71.878105	-16.938313	25.331312	18.33558	71.878105	0.026212988	0.6235954	0.6545576	1.1150553	-1.0882539	977.8687	1177.6941	5166.4624	0.0006871208	24.915094	18.834957	73.0687	6.871208e-05
2	2999	8.360657453536987	-322.09894	0.0	-322.09894	-322.09894	1000.0	920.8131	0.0	920.8131	920.8131	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-51.91889	24.228903	2.0077672	-83.34048	-32.629932	16.004078	8.605127	-64.55874	0.061765265	0.5787629	1.6782186	-1.7597795	32.691696	16.011469	64.237755	-8.813515	32.996994	15.372458	64.237755	0.061545793	0.90122646	0.31449232	1.0920535	-0.8813514	1325.114	934.36536	4126.489	0.0037878847	32.83146	15.832211	64.92428	0.00037878848
3	3999	11.169689893722534	-329.8363	0.0	-329.8363	-329.8363	1000.0	919.75653	0.0	919.75653	919.75653	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-53.688828	23.608662	0.4533679	-86.65618	-38.373695	17.63349	0.91405857	-71.19314	0.020758227	0.59084475	1.4798965	-1.8564858	38.39445	17.62482	71.26415	-1.754852	38.39912	17.614647	71.26415	0.21198335	0.96309465	0.15791312	1.083153	-0.17548521	1784.7683	1286.4202	5078.5796	0.04493694	38.304546	17.865396	71.33524	0.004493694
4	4999	13.604851722717285	-35.71331	60.551346	4.5972605	-208.35982	182.1	917.31964	0.0	917.31964	917.31964	1000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-52.18041	25.633007	7.7910357	-87.605415	-34.795063	22.98899	27.052269	-75.2701	0.033811007	0.55800307	1.455801	-1.6656969	34.828873	22.982372	75.65229	-27.597538	36.768417	19.731272	75.65229	0.02055882	0.80790526	0.50253475	1.081248	-1.0780301	1741.2397	1431.5734	5723.2695	0.00042266506	36.59558	20.088198	76.165276	4.2266507e-05
5	5999	113.33182621002197	-48.714745	60.91447	3.7792068	-176.94383	139.71428	862.87933	0.0	862.87933	862.87933	1000.0	146.14732	65.45176	241.19577	-11.4655075	5.4378567	-5.078779	0.984638	20.374828	-12.952538	-151.14716	0.86198497	0.07484192	0.99970007	0.7397043	-1.3775582	0.68842334	0.53127646	17.28713	5.4575503e-07	-24.632347	14.9043665	8.930197	-55.801994	45.28862	31.48963	108.74673	-17.067537	222.08075	8.174523	235.13486	153.48813	176.79213	29.205276	239.50484	99.83921	176.79213	29.205276	239.50484	99.83921	7.80677	7.6146307	23.597698	1.0411209	32108.406	10455.493	57362.562	9967.867	1576.9518	1704.4441	5568.5137	111.32196
6	6999	213.06101322174072	-44.060913	63.854664	5.0476575	-182.25577	128.33333	676.2645	0.0	676.2645	676.2645	1000.0	234.04333	18.730356	257.04822	-13.479882	6.9920096	-4.730989	1.4435009	24.781218	-13.550915	-238.46275	0.64085114	0.054160982	0.7394857	0.5518293	-3.9038064	0.6791448	0.52096134	5.3685985	6.016344e-07	-29.053133	16.2698	10.490219	-90.37803	53.734703	25.2701	86.60238	-13.42155	225.95796	9.068552	238.8117	185.61996	172.22327	20.964893	236.44106	127.64277	172.22327	20.964893	236.44106	127.64277	5.1549063	5.5069594	23.644106	1.5727952	30100.383	7653.856	55904.375	16292.677	990.3742	1232.9475	5590.4375	207.49106
7	7999	312.2181510925293	-113.44622	92.53979	-34.335796	-243.28749	400.66666	697.7134	0.0	697.7134	697.7134	1000.0	208.09755	19.315554	242.5199	-13.919827	3.4060225	-4.535628	1.5898912	26.388243	-12.596725	-211.6038	0.4780827	0.04063781	0.5516683	0.4111353	-6.32528	0.6523174	0.50152665	5.6507616	9.313226e-08	-10.696747	19.31148	31.75976	-55.94845	38.629158	33.11013	98.647804	-35.930527	183.95154	6.7735815	200.18176	151.77193	145.32239	30.905466	216.90944	80.9821	145.32239	30.905466	216.90944	80.9821	6.6681595	6.1348467	20.340294	0.8717861	22073.744	9176.222	47049.703	6558.1006	1125.9805	1159.7042	4137.276	71.22756
8	8999	412.095486164093	-27.120365	22.726181	-0.94557816	-65.349655	133.0	468.75504	0.0	468.75504	468.75504	1000.0	162.40494	19.582378	209.09302	-9.433728	3.1971111	-4.1417437	1.8345535	26.794828	-14.630222	-165.23201	0.35687983	0.029634748	0.41101512	0.30809107	-8.40197	0.63172096	0.48757738	4.583045	1.4901161e-07	-16.565264	23.220955	21.742193	-92.96732	53.911674	44.075787	104.06871	-65.54324	138.69553	6.0739865	154.50735	100.51399	84.783844	41.69661	201.05911	28.701897	84.783844	41.69661	201.05911	28.701897	2.96588	4.227617	16.012236	0.27816954	8926.909	9288.832	40424.766	823.7989	376.24084	615.45435	2563.9167	7.9839935
9	9999	511.17087030410767	11.834744	123.620926	158.24228	-144.11455	432.66666	571.9363	0.0	571.9363	571.9363	1000.0	120.50027	14.400856	164.99007	-9.899543	1.9466257	-3.7741818	2.0882711	24.606867	-14.381729	-122.78838	0.26759607	0.022188526	0.30800232	0.23124596	-10.25916	0.6108827	0.4749669	5.0872073	2.0861626e-07	13.232685	32.538616	73.90895	-47.581696	58.102955	30.358046	114.41919	-22.848463	110.74472	8.554031	131.76984	80.23395	52.641766	27.984549	126.76199	2.9576159	52.641766	27.984549	126.76199	2.9576159	1.7806498	2.4079645	12.02513	0.025968185	3554.291	3423.498	16068.604	8.747492	149.67181	258.60565	1465.6766	0.076803915
