Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.8485312461853027	19.052065	15.706	83.04234	5.1059	22.522728	71.25185	2.4303913	76.86563	68.148674	98.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	3.5741689205169678	18.730679	15.602331	83.04234	5.1059	22.222221	71.25185	2.4303913	76.86563	68.148674	98.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	5.782486438751221	14.880216	10.057022	61.04082	6.0590525	19.9	73.33403	2.3587754	77.59022	69.48003	101.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	8.687551259994507	17.850042	17.819202	90.71151	4.7930055	21.733334	72.55286	2.5269387	75.48222	67.00689	100.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	12.16316270828247	18.229647	11.426507	58.095108	6.4634733	22.326086	71.42021	3.4153695	75.28027	65.58687	98.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	116.93152117729187	112.58269	47.919365	178.57088	11.223851	66.85714	135.13484	2.9670284	137.48924	126.55102	80.0	91.068184	50.066963	169.71083	-18.353878	6.319482	-0.8573078	1.8326831	13.399814	-10.293796	-97.41591	0.8801188	0.06581773	0.99970007	0.7697007	-0.22458261	0.8286318	0.60630894	4.753606	1.3113022e-06
6	6999	221.14439487457275	229.10492	72.11077	327.6435	146.57658	124.0	282.59418	3.926581	288.17242	277.288	164.7	175.526	46.187016	217.05983	-25.008232	9.8542595	-0.49708298	2.2020767	15.903952	-11.753569	-184.89418	0.67458117	0.051017478	0.76948225	0.59222084	-0.58322734	0.853653	0.6380916	4.886898	3.5762787e-07
7	7999	325.86840748786926	281.90805	95.23595	342.37338	52.595173	142.42857	307.34268	0.9444459	309.72638	306.15222	157.3	184.78932	51.207233	217.19241	-17.07401	6.6380796	-0.39564353	2.2892673	18.881693	-10.0809765	-193.44908	0.51855963	0.041835	0.5920565	0.448256	-0.92342454	0.8564348	0.6458425	5.2658863	2.8908253e-06
8	8999	430.81190729141235	340.619	24.857294	376.58994	297.61972	173.5	378.82233	1.5095973	380.60547	375.82925	194.8	170.68251	46.058823	207.08841	-29.262897	3.5702224	-0.36633602	2.342773	19.631832	-11.302387	-177.72098	0.39004323	0.03238584	0.44812453	0.3369961	-1.289909	0.86872756	0.6566756	5.3731885	9.834766e-07
9	9999	536.3147447109222	293.40927	71.412964	345.6255	137.3549	139.85715	332.17767	1.0947337	333.9748	329.98706	150.1	167.49309	47.450005	199.42082	-14.33767	3.6135938	-0.15293007	2.4007845	24.344847	-10.623291	-173.82469	0.29622266	0.021877762	0.3369085	0.26020375	-1.3998027	0.8831018	0.67010593	6.192916	9.536743e-07
