Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.5599431991577148	21.867727	16.199148	88.12324	7.9728937	24.55	9.207225	0.22911604	9.605422	8.813919	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	1.8982555866241455	21.89739	19.323784	91.71036	6.8197417	24.390244	9.207225	0.22911604	9.605422	8.813919	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	2.2595627307891846	17.015001	11.203094	63.820225	6.1277585	21.404255	9.224884	0.3388997	9.823537	8.630303	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	2.655273914337158	18.893555	13.409136	77.89592	6.398895	21.644444	9.196348	0.17021175	9.584463	9.011229	38.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	3.0977437496185303	14.7635565	9.767971	51.274837	5.4382825	20.22449	9.321554	0.15404956	9.58349	9.060116	38.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	188.0110366344452	127.62675	56.969837	204.47675	16.873861	70.14286	192.11942	1.1788374	194.01813	189.99513	109.9	92.73611	54.62923	197.69788	-24.797619	7.82621	-0.7274646	1.8469895	14.052956	-10.153023	-99.2692	0.8835328	0.062168084	0.99970007	0.78105897	-0.19347662	0.8197231	0.6020919	4.4999223	1.2367964e-06
6	6999	377.32941460609436	181.71088	38.501637	248.00058	116.69637	93.0	1009.9162	0.3211566	1010.3863	1009.25836	1000.0	188.36232	58.797062	232.65018	-29.232117	13.709933	-0.33952513	2.2927775	15.493506	-11.895889	-198.17844	0.6862632	0.050606683	0.78085303	0.6041925	-0.49781823	0.8517715	0.6560709	5.3007436	3.3527613e-07
7	7999	565.7017424106598	223.79898	85.21928	339.7041	79.98672	125.5	1013.12146	0.477676	1013.8969	1012.3868	1000.0	181.25278	59.861973	221.96657	-31.080606	9.986702	-0.28137013	2.2550251	18.481724	-9.569319	-189.7075	0.5245701	0.040644772	0.6040365	0.4602756	-0.8165559	0.84901375	0.66155964	6.08026	1.1175871e-06
8	8999	755.0849394798279	154.37589	28.45719	198.97989	119.93091	101.4	994.91077	0.61344033	995.8874	993.9896	1000.0	168.49435	51.05956	203.97507	-32.1833	7.011094	-0.15777814	2.3243275	18.335442	-11.917851	-175.53876	0.40144044	0.030828916	0.46015424	0.35087758	-1.052416	0.8666745	0.6717914	6.1613116	1.8295832e-06
9	9999	940.3540074825287	386.19998	222.27496	876.49963	232.42949	248.66667	333.30313	123.95656	513.47675	183.43008	259.0	170.59021	41.298183	202.75383	-33.470745	5.539706	-0.071440056	2.4600313	20.458958	-11.792514	-176.83621	0.30569673	0.023417523	0.3507842	0.26760942	-1.2644086	0.8798911	0.6888165	6.195093	1.3727695e-06
10	10999	1129.2885165214539	290.05936	49.9444	360.21976	213.39153	128.85715	995.23	0.27734268	995.6346	994.84985	1000.0	171.44754	47.217716	207.41786	-48.27781	4.7479095	0.1279607	2.5590367	24.45536	-12.742548	-177.32703	0.23643912	0.017221509	0.26754627	0.20856169	-1.2554605	0.8916867	0.7006927	7.522655	9.834766e-07
11	11999	1313.5924243927002	289.8272	74.46898	423.7771	192.64394	137.125	109.616554	0.7764539	111.29179	108.737854	59.2	165.76353	47.084335	204.88428	-26.345823	3.5360034	0.33524334	2.6561499	26.815954	-11.226104	-171.02347	0.18542098	0.01217471	0.20852497	0.16744147	-1.1124214	0.9164689	0.71769553	6.853451	5.271286e-07
12	12999	1495.4860606193542	318.99545	126.21916	501.05258	122.01772	129.85715	437.7331	1.8260989	440.35632	434.95746	168.0	159.54286	43.34121	197.90283	-29.692057	3.5996027	0.6846863	2.739111	23.833967	-12.498833	-164.3204	0.15575346	0.0060555204	0.1674133	0.14555015	-0.5841817	0.9424574	0.74362415	7.7006226	5.662441e-07
13	13999	1680.4739353656769	392.49658	59.943283	468.24408	324.80942	152.71428	439.69073	1.6263753	442.0589	436.47043	167.8	165.75522	44.316982	205.15323	-31.277142	3.5807931	0.83798134	2.8389688	22.504011	-10.181894	-170.51122	0.1366217	0.0039105797	0.14553401	0.13225497	-0.31951746	0.9537149	0.7665507	9.060941	6.109476e-07
14	14999	1864.9144170284271	381.9435	91.89523	500.6839	264.13815	149.16667	128.50768	0.83491606	130.19931	127.86745	65.2	170.27678	47.247257	213.16142	-27.890392	3.1682956	0.9658896	2.9126503	25.521263	-10.327467	-174.79718	0.12961645	0.0019104383	0.13299745	0.12721603	-0.069407366	0.9524367	0.7803784	7.9011264	1.3485551e-06
15	15999	2050.7847816944122	537.8001	30.146303	584.6367	504.8615	189.5	573.0216	1.7085071	575.98627	570.9864	198.8	172.73293	48.15463	214.29216	-24.735006	2.8973484	0.9809913	2.8349738	26.285475	-10.424716	-177.12354	0.12699154	0.0029263862	0.13146977	0.12343483	-0.039048232	0.9354373	0.7643553	9.05028	1.1622906e-06
16	16999	2238.7401773929596	574.3351	42.651833	646.898	537.5609	202.25	678.8956	349.53287	905.7717	70.06951	751.5	173.42125	47.53262	220.5835	-38.975613	2.4865897	1.0208546	2.8371193	25.335112	-11.087461	-177.59209	0.12682903	0.0017235695	0.12934045	0.12408441	0.043074127	0.93466985	0.7707324	9.908218	6.2584877e-07
17	17999	2426.7376334667206	675.63	59.894924	788.84863	618.8599	229.8	524.63184	14.204712	544.4125	506.47122	198.3	176.84274	49.30229	231.5427	-41.745422	2.4282362	1.0495433	2.7456086	29.850124	-11.24146	-181.03537	0.13416946	0.0029826318	0.13828085	0.12909575	0.09974589	0.9280276	0.75703853	8.695146	6.482005e-07
18	18999	2613.259984970093	612.2354	94.344925	696.597	452.17853	210.75	387.1218	3.17109	392.39996	381.80893	167.8	179.04234	51.759502	243.67165	-34.665733	2.7925246	1.0426184	2.7706554	26.80122	-11.072507	-183.1062	0.14243367	0.0022066317	0.14711255	0.13830654	0.08311679	0.91997707	0.7630358	10.450407	1.2721866e-06
