Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.7122347354888916	19.052065	15.706	83.04234	5.1059	22.522728	71.96639	2.8267279	77.56908	68.99971	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	2.7426164150238037	18.730679	15.602331	83.04234	5.1059	22.222221	71.96639	2.8267279	77.56908	68.99971	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	3.8094067573547363	14.880216	10.057022	61.04082	6.0590525	19.9	72.10367	3.5127904	79.34009	67.59043	99.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	4.9042088985443115	17.850042	17.819202	90.71151	4.7930055	21.733334	72.539444	2.8771873	76.41451	67.98642	100.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	6.039536237716675	18.229647	11.426507	58.095108	6.4634733	22.326086	71.9774	3.1773098	75.767296	65.2139	99.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	98.48316931724548	112.58269	47.919365	178.57088	11.223851	66.85714	144.56322	1.3941247	147.57283	143.04378	73.5	91.068184	50.066963	169.71083	-18.353878	6.319482	-0.8573078	1.8326831	13.399814	-10.293796	-97.41591	0.8801188	0.06581773	0.99970007	0.7697007	-0.22458261	0.8286318	0.60630894	4.753606	1.3113022e-06
6	6999	191.51475262641907	358.88242	248.2055	719.9283	143.60075	165.66667	737.87463	15.941759	757.75946	710.0002	264.1	183.17116	45.41087	222.77136	-18.636343	9.581969	-0.58189356	2.165304	15.74807	-11.2631645	-192.71127	0.67276096	0.0529897	0.76948935	0.5850323	-0.62710065	0.85871387	0.6354526	5.0625677	3.874302e-07
7	7999	282.17556285858154	353.99353	191.79129	695.0061	128.94759	160.66667	348.8185	5.3443756	355.3517	340.9732	166.3	195.77928	49.894062	226.10268	-25.908764	8.728926	-0.3780256	2.2664547	18.17569	-10.746377	-204.77719	0.51473427	0.039821986	0.58486855	0.4474394	-0.92039627	0.8694807	0.6500236	6.5990024	1.6987324e-06
8	8999	374.08919191360474	480.9877	124.74144	603.65686	323.03177	202.2	315.48602	1.2232127	317.90665	313.6661	147.6	193.95818	47.418137	225.83777	-20.503006	6.8301687	-0.261395	2.3017004	19.906813	-11.208356	-201.74562	0.39228612	0.030382538	0.44731456	0.3423566	-1.180415	0.8710064	0.650538	5.498471	5.9604645e-08
9	9999	467.23570489883423	473.64224	129.33562	650.6522	315.33353	214.2	120.70613	3.6113765	126.817314	116.29963	70.0	193.91435	46.795284	241.45995	-28.888378	6.463878	0.090245746	2.418468	23.021399	-10.621128	-201.04726	0.3045439	0.020030357	0.34226984	0.27447626	-1.0722668	0.9049596	0.6698905	6.1914535	2.3841858e-07
10	10999	558.4980511665344	649.4431	144.97224	777.6056	403.14743	235.5	200.48326	1.7866347	203.03603	198.49947	105.8	199.405	47.003437	261.19717	-63.90254	6.267895	0.3963178	2.5915325	22.89684	-12.24354	-206.0505	0.25057915	0.014221192	0.27443355	0.2259218	-0.83647704	0.94556785	0.70671487	7.210272	2.9802322e-08
11	11999	652.4298474788666	535.16693	22.932232	576.2894	506.30414	186.8	7.1347475	0.06396447	7.213698	6.9997687	8.0	206.0294	50.731747	277.31055	-48.848232	5.7762723	0.73845774	2.6425183	22.725414	-10.733311	-212.37708	0.21062094	0.006800628	0.22588429	0.20283583	-0.40213624	0.96044016	0.7251433	7.5196877	3.8556755e-06
12	12999	748.4119634628296	648.3807	208.42694	868.01697	330.0006	219.6	857.11896	6.777349	869.3523	847.7118	275.8	222.14862	55.31228	280.23795	-63.55364	5.921462	0.8671177	2.6736498	22.859026	-11.78291	-228.58719	0.19811505	0.005156759	0.20651217	0.186844	-0.21682897	0.96251166	0.73843235	7.295291	4.7683716e-07
13	13999	840.1540160179138	945.34344	364.36914	1460.6257	684.4789	314.66666	719.299	9.327717	738.5705	708.2694	233.1	212.71098	52.411503	271.61685	-40.924313	4.114131	0.8040905	2.7534456	26.30997	-12.099955	-218.41707	0.17342044	0.007935944	0.18683065	0.16047159	-0.34287822	0.9486616	0.7558876	7.5370317	2.540648e-06
14	14999	932.6455898284912	601.1835	250.04736	848.43787	182.33464	201.4	683.43774	6.2184687	691.1291	673.5096	219.6	213.55667	53.741364	270.22964	-43.483578	5.404157	1.0396858	2.8047159	27.792896	-14.44877	-218.82996	0.16227484	0.0028526853	0.16700985	0.15908965	0.071980946	0.9687199	0.77231485	8.054466	2.4586916e-06
15	15999	1025.8985674381256	604.12024	193.53084	747.48425	271.0307	216.0	1062.4292	586.0925	2806.2905	788.255	363.3	212.907	54.602528	268.46753	-31.264795	5.0580206	1.0800846	2.8521657	29.895033	-12.072422	-218.03084	0.17429422	0.004482661	0.18259795	0.16693771	0.13999167	0.97488314	0.78357404	8.218973	8.1257895e-07
16	16999	1119.40527677536	942.1394	231.73131	1263.129	724.4314	324.0	744.9525	22.234262	801.7939	725.88446	235.8	212.5533	54.563072	272.93573	-34.62601	4.058782	0.9601851	2.8541758	29.609379	-11.673054	-217.32816	0.18077634	0.004180592	0.1863422	0.17380154	-0.068552844	0.96383375	0.78875977	7.7185903	3.427267e-07
17	17999	1216.607462644577	1131.7852	405.11487	1593.6302	607.26184	385.0	1873.1487	846.73663	2453.6882	575.7341	775.1	212.34978	55.410496	275.4505	-37.51205	3.814076	0.9838203	2.8612945	31.02864	-12.769584	-216.9216	0.1723694	0.0018755045	0.1756642	0.16953306	-0.02842838	0.9500815	0.7891579	8.768967	5.9604645e-08
18	18999	1313.1278553009033	1134.2423	0.0	1134.2423	1134.2423	370.0	256.53918	3.5115983	259.72723	247.26125	124.5	217.07973	56.22868	282.67288	-28.381096	3.0828285	0.9908459	2.8815587	29.023888	-10.2278595	-221.49728	0.1708447	0.0017283985	0.17344002	0.16791369	-0.016180355	0.93962044	0.7844772	8.439605	2.572313e-06
19	19999	1408.0047693252563	1197.6647	1096.5071	3043.7673	167.30956	392.25	166.24722	21.095808	229.40247	157.15457	90.7	221.25241	57.47467	287.23883	-34.611576	3.974685	0.99148303	2.8777874	30.791588	-11.95856	-225.51538	0.1668978	0.0014044492	0.17020224	0.16487806	-0.015130968	0.92988133	0.78092515	8.485016	1.5869737e-06
20	20999	1502.3461532592773	2546.5803	0.0	2546.5803	2546.5803	908.0	272.9007	3.3340418	278.40143	265.68436	122.7	221.25935	58.111504	291.56897	-30.765234	3.432581	1.0215968	2.9386075	31.04826	-12.107145	-225.43369	0.16793723	0.0008030523	0.1703801	0.16582614	0.03861879	0.9364105	0.7946604	8.145166	7.018447e-06
21	21999	1594.1254179477692	1148.8923	178.10039	1374.8259	939.5143	364.33334	2233.979	740.6043	2875.204	779.1293	795.9	223.58707	57.73095	293.88452	-51.19932	3.5367901	0.9841737	2.89478	30.503353	-10.649899	-227.55264	0.17362829	0.0035438002	0.17765903	0.16614741	-0.028052133	0.9251208	0.7894019	9.071413	3.3974648e-06
