Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	2.459608554840088	119.5693	32.37626	220.62529	78.301796	23.90244	71.36303	0.0	71.36303	71.36303	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.279003	19.215193	83.501335	4.198579	-174.69972	109.684006	4.95128	-449.10934	-0.86213	0.5599224	0.7750926	-2.1263337	173.83759	109.75579	448.39435	-6.616519	174.61472	108.51519	448.39435	4.1764426	0.8863375	0.39329606	1.0373049	-0.6616519	42265.84	39964.227	201057.48	17.442673	173.67282	108.721695	447.68045	1.7442672
1	1999	3.6911423206329346	121.32633	27.711836	195.02971	83.25571	24.142857	71.36303	0.0	71.36303	71.36303	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.279003	19.215193	83.501335	4.198579	-174.69972	109.684006	4.95128	-449.10934	-0.86213	0.5599224	0.7750926	-2.1263337	173.83759	109.75579	448.39435	-6.616519	174.61472	108.51519	448.39435	4.1764426	0.8863375	0.39329606	1.0373049	-0.6616519	42265.84	39964.227	201057.48	17.442673	173.67282	108.721695	447.68045	1.7442672
2	2999	4.910772323608398	118.143974	27.703863	183.35023	83.19622	23.690475	71.735954	0.0	71.735954	71.735954	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.933617	19.76987	97.727104	4.425576	-179.09996	112.88019	4.9037395	-533.1605	-0.89166844	0.5408179	0.89586896	-2.229848	178.2083	112.93137	532.7794	-6.639872	178.95717	111.74086	532.7794	4.6581116	0.88827586	0.3872445	1.0295258	-0.6639872	44511.688	43097.777	283853.9	21.698006	177.97792	111.93924	532.39856	2.1698005
3	3999	6.105886936187744	116.52421	26.285372	185.50691	83.331665	23.380953	71.2412	0.0	71.2412	71.2412	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.43162	19.372074	87.387825	4.4212985	-172.90323	108.08087	5.2048044	-448.01556	-0.88471895	0.5459833	1.3311297	-2.10748	172.01851	108.13524	447.0157	-6.9816008	172.77313	106.92541	447.0157	3.8994591	0.88706404	0.38901883	1.0244029	-0.69816005	41283.6	38904.184	199823.02	15.205782	171.7968	107.13518	446.01804	1.5205783
4	4999	7.299299478530884	118.17795	31.501705	213.24112	83.161285	23.60465	71.465126	0.0	71.465126	71.465126	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.803574	18.878763	70.99904	4.574132	-171.50389	107.6889	4.877738	-395.18448	-0.8830822	0.54551464	0.8912644	-2.3635368	170.6208	107.76946	394.6216	-6.6593947	171.39085	106.54057	394.6216	4.262942	0.8848239	0.3923471	1.019969	-0.66593945	40725.72	38059.48	155726.2	18.172674	170.41725	106.77403	394.0595	1.8172674
5	5999	109.3144474029541	227.0368	117.53546	408.0357	76.63477	44.954544	488.6189	0.0	488.6189	488.6189	91.0	258.90466	216.55275	638.48737	-47.36875	234.36665	-3.818202	14.156447	203.1166	-20.455215	-276.83817	0.9523009	0.043797053	1.0129501	0.8739428	-0.40423638	0.9517115	1.0838276	38.69829	8.940697e-08	153.62776	81.877426	360.52744	3.613492	184.25563	106.34802	458.0342	3.613492	463.74564	200.20436	630.1102	19.2706	279.49	151.2892	567.0343	-51.42726	281.1876	148.1102	567.0343	0.29580817	2.746185	5.8480134	53.68414	-0.4661521	101003.08	75680.67	321527.88	0.08750248	1115.1252	2961.2935	28819.865	0.0010963907
6	6999	212.92275667190552	348.16034	92.72866	534.916	206.19727	69.14286	448.58203	0.0	448.58203	448.58203	87.0	436.47037	233.74463	683.3315	-20.484503	360.74738	-4.047697	7.732727	37.4652	-20.868923	-464.5666	0.7949531	0.044257134	0.8737767	0.7190899	-1.3665138	0.90059143	0.6754973	5.5057926	1.7881393e-07	153.75485	80.40683	335.59088	3.3699307	185.37231	99.506485	421.5351	3.3699307	418.48117	165.03378	598.4036	-3.098691	233.10889	110.20059	441.16296	-51.041832	233.96944	108.361565	441.16296	0.5997462	1.8173478	2.4096296	31.562395	-1.1813489	66483.93	45023.89	194624.77	0.35969555	494.21207	748.3598	9961.849	0.0069452836
7	7999	315.0545961856842	397.00354	105.81699	636.6345	271.6594	78.07692	370.18414	0.0	370.18414	370.18414	66.0	306.85312	182.90733	607.34106	-8.375208	192.65216	-4.0488424	5.825868	37.87372	-20.483192	-327.04938	0.6382311	0.047099978	0.718943	0.5569989	-2.7479413	0.8792542	0.6582452	5.9343576	6.854534e-07	167.43156	85.64391	355.04465	3.5757935	211.61726	114.27781	465.31335	3.5757935	288.23767	151.6345	484.5006	13.090859	76.6204	65.72006	243.55342	-32.757202	79.04484	62.783184	243.55342	0.21581313	0.40928528	0.436723	3.0964015	-0.61336994	10189.8125	12187.745	59318.27	0.046575308	47.156498	63.262196	472.2541	0.0008283814
8	8999	417.64389157295227	417.23862	47.963387	535.05884	353.85022	80.75	563.59	0.0	563.59	563.59	108.0	255.5798	146.3349	487.22803	-14.162222	98.73076	-4.153546	5.5750628	24.550344	-20.388247	-270.5689	0.48493823	0.039280538	0.5568403	0.42019784	-4.4579964	0.8683372	0.64777076	5.2678933	8.940697e-08	168.9654	84.0741	321.44614	3.3590026	216.06915	111.8178	430.80362	3.3590026	253.60153	129.74097	425.79913	8.717093	37.532387	38.98844	168.06007	-43.39327	41.414528	34.836983	168.06007	0.030693965	0.20791568	0.32257703	3.52204	-0.53461546	2928.7786	4287.761	28244.19	0.00094211946	14.016121	20.028793	128.38885	5.2491487e-06
9	9999	519.5199236869812	407.34842	48.34149	496.5032	340.1133	77.61539	390.56625	0.0	390.56625	390.56625	85.0	230.61903	127.41367	430.84738	-7.0578275	68.04509	-3.844105	5.873381	30.676336	-20.857502	-242.52719	0.36568505	0.030104533	0.42008165	0.31656465	-5.8866587	0.86876297	0.6504967	5.409156	1.0505319e-06	170.61884	91.46807	371.35306	3.2071702	217.43459	119.85539	477.35605	3.2071702	236.73933	114.77496	381.58514	2.4011939	19.304726	63.617363	175.01631	-153.38914	51.4885	42.056816	175.01631	0.030607706	0.18093999	0.43462002	3.3761377	-0.7538547	4419.842	6018.5845	30630.709	0.00093683164	24.58329	41.08841	307.7121	6.4292335e-06
