Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.6190054416656494	18.531794	9.892109	51.2227	6.696097	22.83721	47.272575	0.66995394	48.6391	46.31941	50.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	2.001483678817749	20.151817	12.101919	65.203514	6.7891846	24.195122	47.272575	0.66995394	48.6391	46.31941	50.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	2.408735752105713	17.428719	10.798082	63.36147	5.468231	21.723404	47.385536	0.84493065	49.07926	46.138054	50.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	2.8495376110076904	18.014074	11.071851	50.493156	5.792627	20.6875	47.49043	0.9026875	49.102757	46.253006	50.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	3.3370778560638428	20.566559	16.361631	99.95171	5.1732616	23.32558	47.594963	0.88666356	49.293304	45.661358	50.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	105.6597945690155	171.34282	91.81685	294.15506	10.283395	86.90909	254.9364	27.357214	310.36264	238.65561	113.9	95.103096	54.954643	188.35692	-24.370802	6.778077	-0.7418369	1.8667583	14.168635	-10.361078	-101.48861	0.8839411	0.061878767	0.99970007	0.78028613	-0.1953654	0.8401063	0.61403584	4.5140643	3.8146973e-06
6	6999	210.1806263923645	223.01595	85.357025	354.46973	56.87795	109.0	677.08484	1.5954924	679.9534	675.3424	533.2	186.43898	54.343063	228.25932	-27.189484	14.086342	-0.3198174	2.2674882	16.136448	-10.6798	-196.06105	0.6886693	0.051169228	0.78009105	0.60403305	-0.49177578	0.8634175	0.6481303	4.698283	1.7285347e-06
7	7999	316.34056210517883	256.7886	103.187584	440.73666	123.38429	135.28572	1041.5607	0.8045846	1042.8124	1040.2852	1000.0	189.14258	54.382298	227.24452	-32.674957	11.3332815	-0.1897336	2.3647792	19.10984	-12.244879	-197.77612	0.5302363	0.04019859	0.60386366	0.4640027	-0.7534658	0.8422368	0.64822817	5.2815576	1.7150305e-06
8	8999	422.7959043979645	383.5855	30.605783	434.0896	337.55588	201.6	1049.6244	0.83033013	1051.4612	1048.5605	1000.0	178.07036	52.52221	218.97987	-25.248274	6.3589134	-0.076664194	2.3626912	19.477419	-9.733241	-185.29045	0.40714166	0.030844608	0.4638732	0.35548463	-0.9673582	0.8475907	0.6479986	5.5532155	6.7055225e-08
9	9999	526.5411531925201	371.57343	16.685966	393.98563	350.9614	186.8	468.01196	1.587565	470.24857	465.49783	277.7	159.11168	48.174934	207.7469	-25.507448	3.859267	-0.25172964	2.3427496	19.385948	-11.476515	-164.92717	0.3055283	0.028140003	0.35538116	0.25907597	-1.4949758	0.8309408	0.64591146	6.6448097	3.5762787e-07
10	10999	628.9915006160736	327.698	89.78483	435.35727	216.2858	168.28572	225.78154	2.4207075	229.20946	220.11389	96.8	143.57085	41.882317	182.29773	-28.73048	2.3042793	-0.25219464	2.4014308	20.76566	-10.492169	-148.29819	0.223271	0.019584468	0.25898975	0.19181967	-1.8798746	0.8324293	0.6519798	6.1509666	2.8312206e-06
11	11999	732.8233368396759	244.3636	102.00283	355.74243	68.89251	110.22222	514.5297	1.5283015	516.60925	511.9767	331.6	142.29195	43.212807	183.9852	-23.278868	3.0967636	0.16324347	2.471057	21.409882	-11.577999	-146.70181	0.17174557	0.010714927	0.19176695	0.15345907	-1.4715129	0.8745315	0.6770857	7.117241	4.7683716e-07
12	12999	836.2325630187988	352.63547	48.10803	442.68216	303.5324	154.33333	306.63507	0.9263664	307.5184	304.71402	122.8	135.22327	39.928963	173.65237	-45.78901	2.0349305	0.118532114	2.5532784	24.04169	-12.736462	-138.99959	0.13393432	0.010560034	0.15341844	0.117331736	-1.768752	0.85339695	0.6809668	6.703345	1.2814999e-06
13	13999	939.3974123001099	293.98547	41.459953	388.09222	255.02104	122.375	342.59723	5.1869574	349.11392	333.00552	139.6	135.12761	40.744118	172.44495	-20.974112	1.693503	0.5137124	2.6776307	22.92823	-11.290716	-138.76207	0.10593927	0.0053656357	0.117304154	0.09894092	-1.0817199	0.89413613	0.7142638	7.5204997	5.9604645e-08
14	14999	1041.5966687202454	385.00977	34.337612	420.72693	324.21655	154.71428	408.02753	1.2962505	410.0738	405.50327	171.6	137.869	42.03244	176.5316	-20.13627	1.5553374	0.6464306	2.72408	24.993721	-10.152693	-141.27267	0.09051888	0.0048028254	0.09892641	0.083265744	-0.8470127	0.88378835	0.72163326	7.772242	9.3877316e-07
15	15999	1143.3393380641937	368.07632	46.783894	411.29956	284.86087	150.83333	458.44473	1.216244	461.00647	457.46243	180.2	140.9486	43.11694	182.6248	-22.753702	1.7613432	0.89914656	2.8481355	24.612576	-11.168488	-144.38997	0.07939295	0.0018447667	0.08325705	0.07730766	-0.2537075	0.9183441	0.75937676	7.259803	7.1525574e-07
16	16999	1246.527110338211	401.1868	50.15493	494.14835	337.9487	154.85715	220.65462	1.4429846	222.94386	217.64137	128.2	147.03816	46.443283	187.96112	-30.173895	1.7543161	0.99534595	2.8232932	24.75897	-12.560636	-150.41132	0.07787833	0.00037651122	0.07856236	0.07715315	-0.011809141	0.92070085	0.7631597	7.366582	1.4156103e-06
17	17999	1349.4528777599335	346.48233	104.85138	468.48587	214.95929	139.85715	349.8031	80.296974	416.79004	249.03899	142.5	147.89839	45.295258	187.46404	-26.887522	1.7464863	0.9975604	2.8469863	25.108467	-11.048974	-151.17854	0.077798374	0.0004035422	0.07881875	0.07717212	-0.0061574127	0.9188428	0.76874775	7.8929577	3.1888485e-06
18	18999	1452.6434779167175	335.12823	92.17348	475.45474	176.39235	132.14285	448.14618	36.340034	502.7345	404.40637	171.5	151.03035	46.36808	195.85182	-22.326023	2.64928	1.0529974	2.8341854	27.905901	-12.040373	-154.20157	0.08021384	0.0018422493	0.08317654	0.077330664	0.1337345	0.91707176	0.7653841	8.233041	9.179115e-06
19	19999	1555.6928224563599	415.78983	39.042286	463.4333	369.73895	156.28572	479.68164	1.822536	482.4965	476.4621	166.1	152.46434	47.11372	194.94652	-31.358665	1.8809663	1.0085433	2.8463025	24.984104	-11.630617	-155.53334	0.08354187	0.00057586824	0.08456889	0.08258616	0.0212932	0.9100727	0.7569624	8.332417	5.9604645e-07
20	20999	1658.9771163463593	471.9279	14.530144	492.65497	443.89865	165.66667	509.21524	2.9449146	513.88446	504.17282	181.9	153.77452	47.77032	195.47516	-16.027546	1.6454759	0.9969944	2.8644805	26.171448	-9.90792	-156.78354	0.08397168	0.0003706574	0.08486691	0.08344047	-0.0073560067	0.9103539	0.76542765	9.11681	2.8312206e-06
21	21999	1762.6298089027405	449.6677	27.430841	481.37643	397.1642	161.33333	464.49326	0.6886812	466.0759	463.52402	168.1	155.25125	48.53306	199.28613	-18.113083	1.6957566	1.0075485	2.8645604	26.262531	-10.354181	-158.18303	0.08361309	0.0007326869	0.08475966	0.082205914	0.018760066	0.90069336	0.76526356	8.2546215	1.4466787e-06
22	22999	1865.5109622478485	465.04025	49.393173	497.39624	355.6049	160.5	228.70882	1.3517753	230.35881	226.73361	96.6	155.97496	49.235836	198.3343	-40.15148	1.6691089	0.9942876	2.8671932	27.847748	-10.695113	-158.8263	0.08405156	0.00046506594	0.08513618	0.0834271	-0.014025019	0.8978813	0.76052177	7.849241	8.34465e-07
23	23999	1967.577660560608	481.63647	112.55469	550.6311	233.05183	162.16667	243.34212	1.6780865	246.32335	240.70192	98.8	159.02975	49.720432	204.93654	-22.22242	1.6188987	1.0525392	2.8773823	27.716942	-12.184575	-161.80882	0.08587476	0.0020218848	0.090640895	0.08377729	0.12819602	0.9139106	0.7732807	8.8169365	4.4703484e-07
24	24999	2069.6141064167023	545.7938	20.044691	577.3481	522.8076	178.16667	541.7516	1.0868486	543.2408	540.2449	179.7	162.57767	51.63594	209.21207	-17.579714	1.7977301	1.0801619	2.862424	29.134396	-10.493502	-165.40994	0.095832214	0.0026376564	0.100695826	0.090653926	0.18826571	0.9264714	0.78567344	8.861677	0.0
25	25999	2173.043663263321	457.7997	163.19463	581.2489	223.65526	155.66667	520.164	1.8368202	523.0724	517.7066	177.8	164.91359	52.900127	214.31651	-29.979263	2.277667	1.0412796	2.8150203	26.371975	-11.413017	-167.68292	0.103611246	0.0013561135	0.106730536	0.100722834	0.09357528	0.9045691	0.7723139	7.488848	2.4586916e-07
26	26999	2275.5695304870605	590.1593	22.307528	612.2377	548.421	191.0	232.439	1.1712306	234.01807	230.74667	96.5	168.43375	53.922268	220.5026	-24.348278	2.1875587	1.0374826	2.7623217	26.643478	-10.724253	-171.22227	0.10975177	0.001544927	0.11274859	0.10675342	0.08289282	0.8955461	0.7614922	8.084513	1.9222498e-06
27	27999	2377.8437826633453	604.7415	16.634563	626.09344	573.51025	192.16667	533.93835	2.274956	537.81757	530.2221	173.6	172.35553	56.19178	226.54028	-35.939075	1.9465411	1.0355364	2.7110496	27.13693	-11.882774	-175.15594	0.11591696	0.0020631885	0.11901807	0.11272308	0.07668135	0.8822781	0.7489519	7.7904806	4.0233135e-06
28	28999	2481.2669072151184	598.72296	17.60132	613.69604	564.7181	189.4	662.51636	1.774192	665.3908	658.8988	214.3	176.2296	58.63068	232.39468	-30.752792	1.8948361	1.0109718	2.7347715	27.180378	-11.440911	-179.10524	0.11984634	0.00041444358	0.12073408	0.11870886	0.023329731	0.88078904	0.75211626	7.3436785	1.7657876e-06
29	29999	2584.228476047516	625.22516	18.674414	642.9874	600.3776	199.6	590.9742	1.5345513	594.40424	587.7124	189.0	179.62239	59.806145	234.99504	-36.881145	1.8191969	1.0245574	2.7362225	26.62543	-12.207367	-182.4041	0.12380289	0.0015717689	0.12634447	0.12077145	0.05145875	0.8867749	0.75563663	7.237179	1.66893e-06
30	30999	2687.2450082302094	629.8285	18.810266	651.7501	605.469	195.0	604.897	1.7048956	607.1888	602.6001	192.5	180.4243	60.047474	237.03354	-42.92076	1.6882278	0.9824838	2.7040472	25.561794	-14.614349	-183.10323	0.12386992	0.0010949487	0.12574716	0.12218895	-0.036493316	0.8731832	0.7478772	7.8324375	1.8179417e-06
31	31999	2791.0776920318604	671.6613	22.938448	700.9701	641.929	208.4	577.2243	1.2325274	579.2024	575.69916	185.4	183.23235	61.23509	239.32146	-23.45044	1.7789272	1.009298	2.730121	25.455883	-12.366985	-185.94281	0.12250516	0.00074877555	0.12400805	0.121446766	0.019516552	0.8776629	0.7561764	7.089804	1.1026859e-06
32	32999	2893.9299187660217	760.9488	52.727562	812.33154	672.64954	230.25	1067.3232	32.04744	1125.8481	1024.6907	325.5	185.0333	62.513435	243.19893	-25.535072	1.7347696	1.0057918	2.7263145	26.622095	-12.547421	-187.7432	0.12527825	0.00044599373	0.12613739	0.12402902	0.012111609	0.87765545	0.7543647	7.433048	5.811453e-07
33	33999	2996.696176290512	912.4031	84.056404	1040.2406	807.3722	274.5	284.11444	1.3540877	286.4721	282.13394	115.8	186.36174	63.417286	245.70308	-16.543951	1.8252683	1.0177208	2.7217085	25.78227	-13.460556	-189.03903	0.1288197	0.0011508676	0.13011889	0.12532195	0.036631644	0.87656575	0.7549216	7.273983	3.5762787e-07
34	34999	3100.237404823303	864.56323	20.375757	896.97253	842.27435	259.5	888.6992	4.5432696	896.9542	883.2449	266.1	190.26709	64.91548	251.19032	-22.450956	1.9181861	1.0052385	2.7048433	25.960533	-12.667885	-192.92313	0.13030246	0.0006695124	0.13147691	0.12876284	0.010773493	0.8738871	0.7524942	7.3951473	4.3213367e-07
35	35999	3201.0607521533966	1014.4035	109.80856	1169.3835	928.38336	302.66666	637.40326	2.0347764	640.53296	633.79114	200.6	192.53577	66.036934	258.43362	-23.373247	1.7885505	1.00112	2.727787	27.064478	-11.8064575	-195.17165	0.12994821	0.00023882245	0.13039398	0.12943201	0.0023304783	0.8750243	0.755694	7.3728004	9.983778e-07
36	36999	3304.1647090911865	1134.8977	242.04411	1473.2181	920.65405	344.33334	944.61554	2.740652	949.7633	939.812	278.6	195.45865	67.301865	266.42764	-20.915445	1.925691	1.0185764	2.703989	28.69233	-11.19249	-198.08215	0.1321171	0.0010209167	0.13407876	0.12994067	0.037685744	0.8745561	0.75378793	7.895398	3.0398369e-06
37	37999	3409.142366170883	1019.99054	67.61886	1109.839	946.7131	309.0	1101.7981	149.84824	1192.5721	805.8576	330.8	198.62115	68.43585	274.33444	-27.31911	2.0412219	1.0195317	2.7150292	26.102837	-9.761741	-201.26732	0.13602524	0.0010362891	0.13834676	0.13402411	0.038987014	0.8765277	0.75669384	7.6846724	1.8253922e-07
38	38999	3515.351354598999	3022.4192	0.0	3022.4192	3022.4192	1000.0	2876.7388	2.298311	2879.985	2871.2888	1000.0	201.62851	68.779434	274.1992	-19.088173	2.0069258	1.0127351	2.699502	27.079788	-12.265079	-204.22874	0.14101715	0.00082820246	0.14225625	0.13835028	0.025126163	0.88173485	0.75782514	8.112312	1.758337e-06
