Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.608077049255371	18.500225	16.669497	111.7164	6.185877	21.911112	60.742584	0.8712576	62.711597	59.419106	53.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	2.0145702362060547	17.70907	14.165849	67.205025	3.9594252	21.891304	60.742584	0.8712576	62.711597	59.419106	53.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	2.436951160430908	17.825142	22.95943	140.58832	5.134584	20.375	60.72522	0.67172784	61.81471	59.33523	53.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	2.894310474395752	15.418226	9.422609	55.177822	5.3764033	20.67347	60.627136	0.72425467	62.010853	59.745815	53.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	3.3971574306488037	19.112518	15.365239	93.06457	6.7504177	22.533333	60.7536	0.50940776	61.215862	59.76718	53.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	187.6544280052185	155.20013	101.60804	351.79312	8.19116	88.0	384.59253	1.8980018	387.69992	380.65134	201.4	91.588905	53.88866	207.16655	-18.517134	7.869104	-0.69972986	1.917522	12.76829	-9.601707	-98.08998	0.884249	0.061180655	0.99970007	0.78435075	-0.18626937	0.85948616	0.62327445	5.736536	2.2649765e-06
6	6999	378.86029028892517	301.16162	32.700443	342.7138	236.92838	131.42857	993.4442	0.647153	994.4493	992.4124	1000.0	198.86275	58.53967	243.0459	-26.405973	14.223673	-0.32128733	2.3272753	17.125412	-11.564123	-209.27028	0.68992347	0.05050207	0.78417146	0.60599244	-0.48606616	0.88258064	0.6700275	7.005937	1.3448298e-06
7	7999	566.9739263057709	292.07996	83.19471	338.76587	74.73616	129.125	356.6973	0.9743059	358.0607	354.7935	174.5	195.04234	51.040348	230.81392	-27.10827	11.312066	-0.29077858	2.439545	19.870625	-9.859768	-203.90482	0.5263707	0.041882493	0.6058168	0.4585472	-0.8238288	0.88093007	0.6771544	6.1907487	8.34465e-07
8	8999	754.041374206543	278.25116	87.00911	338.08163	51.515804	121.375	330.6325	1.4084651	331.97125	327.7818	138.4	188.43846	55.545	230.01363	-33.518238	7.0221024	-0.13254067	2.4781075	21.684437	-9.939232	-196.187	0.40059176	0.030405829	0.45843375	0.3519182	-1.0296296	0.8956002	0.68272907	5.467656	4.157424e-06
9	9999	942.1663880348206	328.20892	26.48257	369.04828	288.28006	148.28572	155.65219	2.5498056	161.5348	152.33955	181.8	174.55067	57.16963	221.77211	-38.687927	5.1332283	-0.043595463	2.5742424	23.30453	-11.357113	-181.27974	0.30895123	0.024041193	0.35184166	0.2690205	-1.2277818	0.90911573	0.6991891	9.729123	2.95043e-06
