Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.5654551982879639	21.867727	16.199148	88.12324	7.9728937	24.55	9.207225	0.22911604	9.605422	8.813919	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	1.906865119934082	21.89739	19.323784	91.71036	6.8197417	24.390244	9.207225	0.22911604	9.605422	8.813919	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	2.271857261657715	17.015001	11.203094	63.820225	6.1277585	21.404255	9.224884	0.3388997	9.823537	8.630303	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	2.6712114810943604	18.893555	13.409136	77.89592	6.398895	21.644444	9.196348	0.17021175	9.584463	9.011229	38.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	3.1123132705688477	14.7635565	9.767971	51.274837	5.4382825	20.22449	9.321554	0.15404956	9.58349	9.060116	38.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	105.67497229576111	127.62675	56.969837	204.47675	16.873861	70.14286	205.00546	1.7778858	208.11983	202.74721	94.9	92.71783	54.606148	182.46065	-24.797619	7.529259	-0.7267507	1.8475506	14.052956	-10.153023	-99.25365	0.8835328	0.06216807	0.99970007	0.7810688	-0.1933004	0.81988215	0.602201	4.4999223	1.2367964e-06
6	6999	212.13558650016785	172.11569	42.5413	222.77649	88.089096	94.09091	1037.8772	0.33363116	1038.3774	1037.1957	1000.0	173.70357	53.32185	215.77667	-28.706154	11.794007	-0.35141018	2.2024367	18.454222	-12.770251	-183.01216	0.6875742	0.052451205	0.78087944	0.6006735	-0.5070635	0.83341944	0.6415549	5.202592	9.23872e-07
7	7999	315.9332058429718	416.88498	0.0	416.88498	416.88498	263.0	300.0351	256.21252	1013.2149	137.23773	307.3	181.63155	52.21987	221.59985	-39.14419	7.402374	-0.21369198	2.3796473	17.843458	-10.581295	-190.06169	0.5271654	0.040309593	0.60051376	0.460515	-0.77679867	0.83966976	0.6638668	5.1023297	4.5001507e-06
8	8999	422.7323706150055	365.38843	277.16998	1042.2706	228.22797	245.14285	996.048	0.5826608	996.9644	995.1718	1000.0	177.37563	52.89249	223.97127	-26.74823	5.2293477	-0.097677186	2.413749	20.191181	-11.735296	-184.82321	0.40410164	0.03131793	0.460382	0.35246837	-0.9955122	0.8279162	0.6610388	5.8101487	1.0848045e-05
9	9999	529.4728820323944	265.4401	0.0	265.4401	265.4401	123.0	1028.9529	0.50299597	1030.1526	1028.3242	1000.0	153.79861	46.023388	206.24802	-32.539585	3.13998	-0.14995186	2.4128754	21.754145	-12.174608	-159.60204	0.30630758	0.02614156	0.35237694	0.26195824	-1.3695878	0.8281617	0.6566907	6.0876303	1.3466924e-06
10	10999	631.4411170482635	424.9856	307.9829	1048.1991	147.67226	310.0	282.75452	1.3594161	284.11536	280.73193	123.6	141.2458	35.56165	174.54234	-22.40982	1.9561372	-0.14313991	2.4122148	22.245483	-12.644854	-145.97435	0.2256408	0.018981488	0.26187778	0.19663695	-1.6943429	0.81640834	0.65858066	5.9842606	9.685755e-07
11	11999	738.0606465339661	311.88242	83.841965	477.37408	253.18523	159.6	1006.35175	0.54964125	1007.3983	1005.60516	1000.0	136.98412	40.261654	176.91403	-28.109562	1.4875761	0.059092063	2.4551237	23.37085	-11.697831	-141.21931	0.17400381	0.013033684	0.19659021	0.15101498	-1.652292	0.83438885	0.6658154	6.0060153	4.172325e-07
12	12999	840.5935657024384	525.7281	297.95956	941.09393	256.61844	401.0	268.9582	0.81536114	270.54074	268.13	123.2	124.86924	32.958538	157.59009	-19.304184	0.97471374	0.08318013	2.4570138	24.067213	-10.905871	-128.33101	0.13113059	0.010326151	0.15096764	0.11561065	-1.8540452	0.8165175	0.664144	6.6871495	9.685755e-08
13	13999	943.0639410018921	287.61926	32.638256	334.47537	242.04634	130.25	361.37164	4.9016256	370.83264	353.39313	190.5	122.72182	33.50606	152.42834	-21.240826	0.85085547	0.22973192	2.5617044	24.787418	-10.360693	-125.96868	0.10188997	0.0077788387	0.11558248	0.08953386	-1.7583474	0.818221	0.6720596	6.5855007	4.079193e-07
14	14999	1045.6082799434662	322.5496	6.310343	332.80817	313.9499	142.71428	328.24353	1.0825534	331.40265	327.4222	148.1	123.16762	34.46599	159.25409	-18.148495	0.8268281	0.6473386	2.5771306	26.929775	-11.372547	-126.24594	0.082740985	0.003312561	0.08951947	0.07757603	-0.87472147	0.8138109	0.6860129	6.993013	1.1832453e-06
15	15999	1148.8841607570648	319.2657	9.174895	330.53738	298.99622	139.42857	349.43158	1.0446236	351.57184	347.85107	175.9	128.83385	36.841034	161.7487	-17.655365	0.809661	0.73251504	2.6484566	30.68515	-12.879184	-131.87846	0.07227852	0.0034716823	0.07756611	0.066155285	-0.7040162	0.8135656	0.69524544	8.362139	1.66893e-06
16	16999	1251.8813228607178	327.7741	8.549697	340.41428	311.87753	144.57143	330.32855	0.76318103	331.53265	329.2028	150.2	129.92798	37.744324	163.24583	-21.482523	0.7366396	0.91356575	2.7823439	44.730736	-10.191975	-132.82307	0.064234726	0.0015656144	0.06714673	0.061858747	-0.23733576	0.82490134	0.7132042	11.540665	3.2782555e-06
17	17999	1354.5881555080414	329.09164	4.474358	335.16425	323.095	144.14285	340.2266	1.0177336	342.59003	339.21887	158.2	130.41798	38.44128	163.56279	-16.438274	0.6416509	0.8812722	2.7289124	37.99544	-12.044625	-133.23508	0.058667213	0.002393446	0.0625768	0.05492325	-0.33690563	0.82141876	0.6969108	10.126066	3.33786e-06
