Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	2.468433380126953	119.5693	32.37626	220.62529	78.301796	23.90244	71.54485	0.0	71.54485	71.54485	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.95707	20.815014	101.12156	3.9492338	-155.31934	98.85917	5.1628456	-504.83905	-1.7094703	0.59697926	0.055251494	-3.0414093	153.60986	98.87735	503.11575	-7.353576	154.41138	97.62093	503.11575	5.2717004	0.8787842	0.39348948	1.0002658	-0.73535764	33372.72	33736.293	253125.45	27.790825	152.70453	97.666985	501.39835	2.7790825
1	1999	3.6853373050689697	121.32633	27.711836	195.02971	83.25571	24.142857	71.75378	0.0	71.75378	71.75378	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.964443	24.713724	130.54723	4.419391	-129.71931	85.28374	5.4155393	-407.42136	-3.2996676	0.5987095	-1.5480889	-4.8354607	126.41965	85.238785	404.5621	-9.089997	127.322754	83.88382	404.5621	0.75463426	0.84619224	0.4152902	0.9938503	-0.9089997	23247.578	25866.188	163670.48	0.56947285	124.27678	83.58676	401.72293	0.056947287
2	2999	4.944407224655151	118.143974	27.703863	183.35023	83.19622	23.690475	81.85205	0.0	81.85205	81.85205	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.43164	27.86514	131.83437	4.681818	-103.4342	69.05019	5.43854	-318.13156	-5.4357104	0.5423603	-3.7413414	-6.838554	97.9985	68.97591	311.53452	-11.273661	99.183846	67.26027	311.53452	0.14670263	0.776887	0.4766862	0.9839122	-1.1273661	14361.38	16133.829	97053.76	0.021521661	94.61465	66.341385	305.07425	0.0021521663
3	3999	6.248586893081665	116.52421	26.285372	185.50691	83.331665	23.380953	116.65464	0.0	116.65464	116.65464	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.02193	39.4717	228.20291	4.502686	-89.067795	71.22105	5.5318913	-382.88947	-6.7018433	0.439383	-5.298504	-8.038578	82.365944	71.19678	376.56943	-12.585779	83.73981	69.575676	376.56943	0.04645428	0.7227583	0.5049458	0.98349386	-1.258578	11853.131	19893.154	141804.53	0.0021580001	78.437965	68.479195	370.35373	0.00021580001
4	4999	7.556419849395752	118.17795	31.501705	213.24112	83.161285	23.60465	116.5406	0.0	116.5406	116.5406	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.700012	33.733288	178.08534	3.981919	-45.657356	37.9201	8.156091	-189.62622	-5.9042306	0.37587294	-4.5535154	-6.948373	39.753128	37.90255	183.5565	-13.831713	41.711254	35.736336	183.5565	0.0023162782	0.5964662	0.5665466	0.971293	-1.3831713	3016.9146	4870.544	33692.992	5.3651447e-06	37.49905	34.61609	177.68108	5.365145e-07
5	5999	109.17294096946716	256.88177	156.33325	594.88214	82.41892	49.736843	429.51056	0.0	429.51056	429.51056	84.0	301.69244	209.10057	640.5426	-20.273994	173.96944	-6.0371156	7.904624	71.73986	-20.330324	-323.48938	0.88741714	0.06741134	1.0070081	0.781326	-0.9486086	0.86427194	0.70555586	28.11572	2.3841858e-07	145.68733	78.69354	357.05753	3.6307628	182.23647	107.62075	486.6108	3.6307628	413.5461	229.6911	632.2644	4.7397194	231.30963	174.64922	575.7159	-90.718285	238.90953	164.09975	575.7159	0.035766594	1.9163568	5.0333266	57.24664	-0.82460225	84006.49	79327.21	331448.75	0.0012792492	841.17285	2763.1626	32771.777	0.00012792493
6	6999	209.2077076435089	378.62894	96.61601	555.2408	193.12968	73.42857	436.3848	0.0	436.3848	436.3848	84.0	423.94894	225.34674	662.9334	-14.184332	346.15588	-2.792664	9.554005	45.887413	-21.134516	-450.78345	0.7078594	0.04185908	0.78114885	0.6348328	-1.6522883	0.9344896	0.6814793	5.30125	4.4703484e-07	170.60811	85.73939	334.34238	4.7345386	206.65073	107.58824	420.40372	4.7345386	292.09595	166.84163	577.54724	11.15048	85.44527	107.6506	393.71887	-152.3891	105.706604	87.83883	393.71887	0.16997826	0.66678107	1.2640392	13.185414	-0.53871584	18889.545	24432.523	155014.55	0.028892608	117.30227	246.6269	2873.1665	0.00017146007
7	7999	311.5347955226898	364.2684	69.61905	489.8959	256.50702	73.42857	297.864	0.0	297.864	297.864	61.0	287.86777	167.99579	581.7913	-9.280283	170.9556	-3.7802022	6.1741176	30.252436	-22.558132	-306.0565	0.55305296	0.048229158	0.6346862	0.47203657	-3.4843647	0.8850818	0.6591997	5.6369343	5.9604645e-08	151.04826	82.7539	354.45218	3.5141244	184.81657	106.10107	455.31372	3.5141244	209.14929	141.0222	433.661	4.083878	24.332712	79.4139	213.33205	-222.27815	64.258286	52.62624	222.27815	0.0009895546	0.15522009	0.50620556	3.2753928	-0.88770765	6898.649	9304.518	49407.58	9.792183e-07	33.128895	44.232063	326.43005	9.792183e-08
8	8999	414.0307936668396	394.23315	53.989773	475.7459	307.5954	77.75	310.3128	0.0	310.3128	310.3128	68.0	232.15819	126.15811	438.6747	-5.536829	76.27632	-4.431501	5.866873	26.467184	-23.069468	-244.66533	0.40546593	0.03689927	0.47189003	0.34408143	-5.8543367	0.86842215	0.64903235	6.4269786	3.874302e-07	156.43903	80.28356	320.63193	3.6316774	202.32874	106.67731	431.3155	3.6316774	200.96783	107.02912	368.45105	2.7564309	-1.3609021	37.207417	97.211555	-106.53991	28.440937	24.028252	106.53991	0.023420576	0.025672011	0.32198405	4.451546	-0.61664504	1386.244	2003.7329	11350.752	0.0005485234	6.613085	11.100936	198.16263	4.2315182e-06
9	9999	515.7775764465332	487.6502	121.35613	801.8175	352.09906	95.09091	338.55453	0.0	338.55453	338.55453	67.0	208.82167	109.26025	371.14566	-4.5823603	47.326805	-4.2067494	5.9031343	35.463074	-22.435963	-218.515	0.29693884	0.025203597	0.34397325	0.25656492	-7.5284433	0.86716044	0.65296096	7.0120163	2.9802322e-07	168.99043	86.80987	364.41357	3.3956025	214.67691	115.875496	481.80453	3.3956025	207.30623	103.22371	346.86053	10.117907	-7.3706923	46.973694	102.79014	-168.63316	34.13857	33.09703	168.63316	0.042463124	0.04838959	0.38086867	4.3435287	-0.51500493	2260.8552	4481.8374	28437.143	0.001803117	9.7158	16.172342	188.66241	6.825649e-06
