Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	2.079395055770874	18.531794	9.892109	51.2227	6.696097	22.83721	46.31941	0.0	46.31941	46.31941	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0072193	7.960901	41.00527	-6.411971	11.261342	10.53118	52.88866	-4.458514	0.4159573	0.3746343	1.3001764	-0.5130372	-10.845385	10.531128	4.6123576	-52.283287	11.0471735	10.319254	52.283287	0.0034910708	-0.6328782	0.39813086	0.4612358	-1.0445156	228.52702	399.27136	2733.542	1.21875755e-05	10.031618	10.7242775	51.68484	1.2187576e-06
1	1999	2.8709158897399902	20.151817	12.101919	65.203514	6.7891846	24.195122	46.31941	0.0	46.31941	46.31941	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0072193	7.960901	41.00527	-6.411971	11.261342	10.53118	52.88866	-4.458514	0.4159573	0.3746343	1.3001764	-0.5130372	-10.845385	10.531128	4.6123576	-52.283287	11.0471735	10.319254	52.283287	0.0034910708	-0.6328782	0.39813086	0.4612358	-1.0445156	228.52702	399.27136	2733.542	1.21875755e-05	10.031618	10.7242775	51.68484	1.2187576e-06
2	2999	3.654008388519287	17.428719	10.798082	63.36147	5.468231	21.723404	48.086452	0.0	48.086452	48.086452	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.795539	17.638523	91.59871	-2.0001583	15.617182	21.39551	114.01345	-0.64427865	0.41422474	0.3487148	1.2334478	-0.5497452	-15.202956	21.434978	1.1751052	-113.2537	15.271734	21.386032	113.2537	0.0069705984	-0.6675585	0.3745323	0.11751052	-1.0467671	690.58826	2155.0276	12826.401	4.8589245e-05	14.314053	21.705479	112.499016	4.8589245e-06
3	3999	4.447156667709351	18.014074	11.071851	50.493156	5.792627	20.6875	46.891052	0.0	46.891052	46.891052	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4782157	6.1173034	26.284729	-3.4541519	10.234693	8.150962	35.522995	-1.3378386	0.45132697	0.36270005	1.3080425	-0.4305187	-9.783366	8.184211	1.6163281	-34.9904	9.875233	8.073124	34.9904	0.0130714355	-0.64052135	0.37874976	0.16163282	-1.0324855	162.69556	222.96616	1224.3279	0.00017086243	8.844642	8.499229	34.902557	1.7086242e-05
4	4999	5.227432489395142	20.566559	16.361631	99.95171	5.1732616	23.32558	47.54664	0.0	47.54664	47.54664	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.415405	10.46477	46.798595	-1.5220045	14.105398	13.773123	62.018192	-0.71830165	0.45305195	0.36672103	1.3271089	-0.51958555	-13.6523485	13.817522	1.6834027	-61.572186	13.72413	13.746228	61.572186	0.0027974877	-0.6838283	0.3703119	0.16834027	-1.0288174	377.31052	703.33624	3791.134	7.825937e-06	12.769942	14.12687	61.923283	7.825937e-07
5	5999	99.12600922584534	171.34282	91.81685	294.15506	10.283395	86.90909	157.09401	0.0	157.09401	157.09401	79.0	95.11871	54.952232	188.35692	-19.510628	6.7204037	-0.7419603	1.8666954	14.168635	-10.361078	-101.499374	0.8839411	0.061878767	0.99970007	0.78028446	-0.19539598	0.84009963	0.6140469	4.5140643	3.8146973e-06	86.87276	41.677124	158.61859	1.8999492	96.60476	46.56185	176.51685	1.8999492	172.76433	30.305002	187.04657	9.530645	76.15957	44.67265	179.61037	-5.690037	76.216484	44.575478	179.61037	0.13633773	1.8522477	3.3574388	17.961037	-0.14061183	7795.9253	7796.8022	32259.883	0.018587977	250.3449	562.9664	3225.9883	0.000582658
6	6999	192.8957974910736	203.70764	67.11997	294.14465	82.74078	99.2	295.16327	0.0	295.16327	295.16327	220.0	183.04738	55.708626	230.1944	-44.70801	14.380706	-0.40065953	2.1963203	14.988717	-11.124378	-192.49525	0.68589574	0.05313888	0.7800845	0.59709114	-0.5309016	0.8488543	0.6411342	4.5805893	2.0861626e-06	81.512726	34.95303	130.32399	1.4123809	97.14955	42.26946	155.7262	1.4123809	181.24786	41.335606	228.60059	62.821487	84.098305	19.456186	151.25954	34.626728	84.098305	19.456186	151.25954	34.626728	1.4613895	1.9860241	15.125954	0.42180464	7451.0674	3800.0752	22879.447	1199.0103	140.37909	246.01483	2287.9446	14.917638
7	7999	287.76691484451294	430.34702	57.71919	510.36447	376.36826	291.0	995.99945	0.0	995.99945	995.99945	1000.0	174.4398	58.40113	228.01595	-27.156477	9.040918	-0.2642701	2.3044078	15.852997	-12.182843	-182.79222	0.5238131	0.040362805	0.5969257	0.4563532	-0.81873465	0.83729726	0.6456765	5.3848367	4.1127205e-06	100.23116	18.69365	118.551544	1.2317519	131.2136	24.789103	151.1089	1.2317519	183.03398	15.418874	204.46025	125.24381	51.820393	26.859514	163.80461	-4.5135293	51.827824	26.845175	163.80461	2.1640055	0.6028081	1.42871	16.38046	-0.034352444	3406.7866	4023.1775	26831.951	4.6829195	56.66106	219.51439	2683.195	0.035545874
8	8999	381.9503834247589	519.1897	306.11343	890.43665	140.7193	377.0	1041.2365	0.0	1041.2365	1041.2365	1000.0	153.86354	45.88674	205.46062	-35.277115	4.9058027	-0.3451826	2.2573254	17.347866	-13.414268	-160.18567	0.39473653	0.034326218	0.45622784	0.3381534	-1.2568542	0.8278071	0.64016265	5.3589425	2.1122396e-06	115.2462	33.714394	154.1375	1.8716805	128.53539	41.59787	178.504	1.8716805	133.94987	32.54213	178.33217	-6.352874	5.41449	19.313854	64.15726	-30.787006	13.570053	14.771436	64.15726	0.0055360594	0.12081863	0.3604546	2.9356227	-0.8224554	402.34167	825.5788	4116.154	3.0647956e-05	6.5180783	17.042194	125.92802	2.3128126e-07
9	9999	475.75773525238037	309.24188	111.81966	471.55457	68.27853	145.14285	256.25116	0.0	256.25116	256.25116	111.0	147.11186	38.59484	178.58334	-46.49193	3.7124817	-0.15006119	2.3017678	18.899775	-10.984116	-152.4745	0.2956225	0.022923036	0.3380553	0.25957304	-1.396445	0.8337256	0.64387083	5.1825233	8.34465e-07	109.05763	45.575928	164.16039	2.6428711	112.58583	48.683002	172.34717	2.6428711	134.89957	50.38104	177.31232	-9.975052	22.31373	16.772879	63.47757	-16.786293	22.947681	15.894527	63.47757	0.005588172	0.23868078	0.34671322	1.5879557	-1.6786293	779.232	927.518	4029.4019	3.1227664e-05	9.767729	15.253954	90.53998	4.326046e-07
