Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh
0	999	1.097167730331421	21.867727	16.199148	88.12324	7.9728937	24.55	9.207225	0.22911604	9.605422	8.813919	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1	1999	1.5484716892242432	21.89739	19.323784	91.71036	6.8197417	24.390244	9.207225	0.22911604	9.605422	8.813919	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2	2999	2.0191774368286133	17.015001	11.203094	63.820225	6.1277585	21.404255	9.224884	0.3388997	9.823537	8.630303	38.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3	3999	2.5214319229125977	18.893555	13.409136	77.89592	6.398895	21.644444	9.196348	0.17021175	9.584463	9.011229	38.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4	4999	3.069607734680176	14.7635565	9.767971	51.274837	5.4382825	20.22449	9.321554	0.15404956	9.58349	9.060116	38.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5	5999	109.50400590896606	160.62366	60.86803	223.98141	16.992573	81.083336	188.81528	2.012868	190.87398	185.09695	84.3	96.00652	56.851894	201.26935	-17.634548	5.8834267	-0.7112369	1.8234147	13.864113	-10.29748	-102.68899	0.88393724	0.0617032	0.99970007	0.782191	-0.19003722	0.8297221	0.6056066	4.6388893	1.206994e-06
6	6999	215.6138174533844	185.94507	47.025547	240.52962	85.03525	94.90909	144.1572	1.092079	146.01811	143.11092	74.3	191.81892	54.962215	230.56558	-28.53665	13.87487	-0.35792267	2.2815719	16.902756	-11.624624	-201.90547	0.6884278	0.052341517	0.7820033	0.5996755	-0.5097503	0.85919887	0.65737146	6.9969068	1.3113022e-06
7	7999	327.79020047187805	229.47949	82.41197	359.00272	108.941536	101.4	1060.5284	0.6446463	1061.4845	1059.3419	1000.0	195.61998	56.17362	231.62854	-44.72192	10.613859	-0.178923	2.3490744	18.24274	-10.40641	-204.5898	0.5260056	0.03887325	0.5994935	0.46402997	-0.7506513	0.857282	0.6699224	6.301044	5.9604645e-07
8	8999	434.9987065792084	289.543	113.298485	403.6669	110.318085	140.85715	665.4461	2.9395072	669.2824	658.0425	228.7	173.15828	50.46181	222.33762	-39.003014	6.613525	-0.19653936	2.33937	19.003101	-11.435574	-180.41937	0.4031539	0.033517968	0.46390367	0.34797585	-1.0895888	0.8365086	0.66404414	5.7182493	1.3411045e-06
9	9999	542.044353723526	354.37845	64.16188	412.4872	208.79333	141.42857	374.96448	2.1706257	376.78146	369.77597	131.8	161.4329	46.576412	200.03754	-40.942184	4.195775	-0.02874982	2.4017196	18.61834	-11.962374	-167.54553	0.30544594	0.023582121	0.34788194	0.2671494	-1.2194614	0.86401784	0.67912364	6.2476835	3.4868717e-06
10	10999	649.4049563407898	380.60843	24.65995	411.8769	331.65344	140.28572	369.7415	1.027174	371.89313	368.97662	153.2	161.99693	47.333366	198.76823	-34.713867	2.813929	0.17489518	2.479264	20.220432	-12.488652	-167.58563	0.23682863	0.016568938	0.26708978	0.2099526	-1.1856214	0.8774604	0.6939765	5.4898443	2.9802322e-07
11	11999	757.8878464698792	441.41055	58.41698	514.64624	369.6469	165.16667	524.07825	1.9209749	527.5693	521.2409	182.9	167.53123	50.737537	219.68393	-33.823277	3.4347649	0.52873856	2.6607466	23.825434	-10.129908	-172.93628	0.190548	0.009660732	0.20989987	0.1773408	-0.7733393	0.9164486	0.72766626	5.7281604	2.026558e-06
12	12999	865.9574339389801	528.9055	38.09712	571.2107	457.56998	189.0	476.66522	2.1709764	480.07596	473.80054	179.0	178.89948	57.00287	227.4183	-50.45007	2.9387374	0.84367764	2.728345	23.130596	-12.700114	-184.30663	0.17273392	0.0049180305	0.17750312	0.1623737	-0.27699438	0.9527265	0.76324356	6.221366	4.3660402e-06
13	13999	973.2247123718262	492.81442	149.4564	692.0865	269.03394	178.0	258.98193	0.9917193	260.07315	257.58212	108.6	179.2751	56.69238	227.61568	-42.62943	3.0186422	0.76476216	2.8088133	23.816952	-12.653893	-184.37556	0.14803669	0.007311877	0.1623385	0.13812312	-0.44598302	0.93261606	0.76027423	6.350442	2.3841858e-07
14	14999	1081.3841345310211	653.4179	50.067585	732.75195	599.27875	209.2	568.93994	120.33234	742.2162	424.6187	203.3	179.65169	56.846485	234.16083	-40.820732	2.5252235	0.9162756	2.8509803	24.077816	-11.577129	-184.3169	0.13273771	0.0030806789	0.13810554	0.1275851	-0.1688309	0.941156	0.7809303	6.9420767	5.9604645e-07
15	15999	1190.4708468914032	843.70795	34.742496	890.1749	806.6478	269.66666	815.50946	3.3212361	822.28046	809.1874	251.6	187.92671	58.88593	246.27321	-47.436474	2.3439696	1.0191119	2.8596487	32.312794	-10.98334	-192.59724	0.13081883	0.0018535992	0.13420199	0.1276339	0.03936857	0.9575395	0.7914154	7.171166	3.0994415e-06
16	16999	1298.1988966464996	777.843	58.57956	877.2484	726.73145	240.75	990.54407	3.3254635	994.65015	983.219	308.2	195.70883	61.614338	259.8882	-40.1762	2.255149	1.0409539	2.8447435	28.486433	-10.82977	-200.27953	0.13269497	0.0012975191	0.13634095	0.12978998	0.08265563	0.95216745	0.7948002	8.098282	2.5331974e-07
17	17999	1406.2314193248749	918.9938	122.54144	1114.8276	803.5588	286.5	1564.6925	55.11167	1657.9491	1512.0405	469.5	202.23056	65.19422	271.36584	-35.83913	2.28122	1.0774955	2.7811284	30.356575	-13.446437	-206.897	0.14538565	0.0041105566	0.15111092	0.1363884	0.15048416	0.9526185	0.7900817	8.081324	1.4305115e-06
18	18999	1514.8013939857483	2487.1719	0.0	2487.1719	2487.1719	806.0	767.8973	193.70271	840.95605	186.91788	301.1	206.99338	66.72564	282.84137	-40.108437	3.942183	1.0389966	2.7026358	26.90788	-10.282472	-211.49936	0.15692087	0.0018827062	0.15948328	0.15113188	0.07270528	0.9394605	0.773191	7.374097	6.2584877e-07
19	19999	1627.7479145526886	2251.4524	0.0	2251.4524	2251.4524	782.0	2697.5242	1.5672194	2699.5403	2693.7676	1000.0	211.53606	66.87313	288.86148	-31.135536	4.0921845	1.0552909	2.6810586	23.30901	-11.6274	-215.87921	0.1692633	0.004322286	0.17379183	0.1595051	0.09934261	0.927915	0.7724184	7.62096	5.9604645e-08
20	20999	1734.292079925537	1512.9355	647.8815	2404.985	885.772	474.0	1004.0358	15.161799	1015.91345	964.91315	314.0	214.90799	67.747475	298.10577	-30.911533	3.0865562	0.9786994	2.6785135	25.620014	-11.751299	-219.04225	0.16864014	0.0025753407	0.17319196	0.16538543	-0.037607636	0.9234302	0.7706921	7.0389156	3.5762787e-07
21	21999	1840.38316988945	1782.6952	0.0	1782.6952	1782.6952	572.0	397.40573	0.937609	398.85223	396.50095	163.4	216.59369	67.64632	298.4806	-40.41628	3.4750602	0.97489154	2.685113	25.606518	-12.577713	-220.61778	0.16773643	0.0027939936	0.17120077	0.1616335	-0.045108248	0.9196604	0.76969004	7.6761613	1.8626451e-07
22	22999	1946.9264376163483	3156.9783	0.0	3156.9783	3156.9783	1000.0	174.41527	1.3711956	175.95995	171.9569	84.4	220.60313	68.48929	304.87122	-38.746933	2.7052338	0.9937315	2.6930575	27.13274	-10.454823	-224.5224	0.16048746	0.0016087446	0.16311963	0.15796304	-0.01134905	0.90801334	0.7669658	7.9193554	1.9669533e-06
23	23999	2059.5598697662354	3174.3499	0.0	3174.3499	3174.3499	1000.0	3044.0098	1.5841223	3046.4949	3041.582	1000.0	228.38193	70.033714	310.63928	-30.230171	2.5841055	0.98827153	2.6512306	23.57793	-11.512298	-232.12987	0.16242439	0.0019816884	0.1645307	0.15735503	-0.021466976	0.9130458	0.7686656	7.3397884	5.185604e-06
24	24999	2165.826197385788	1721.7578	0.0	1721.7578	1721.7578	518.0	752.43115	4.146312	758.63696	745.1412	276.5	235.86508	71.69047	316.88406	-60.42018	2.5680575	0.94136995	2.6410773	24.935097	-12.950514	-239.5945	0.15321368	0.003746883	0.15875049	0.14488408	-0.110648856	0.8897299	0.7685156	7.5486813	2.8312206e-07
25	25999	2277.1229877471924	1598.2323	1577.523	3175.7551	20.709398	510.0	3086.5159	0.75889516	3087.4917	3084.9707	1000.0	239.25508	71.57838	317.68488	-26.439415	2.7238126	0.99722743	2.6872635	30.16269	-10.238745	-242.86256	0.14428157	0.000814065	0.14590666	0.14299625	-0.0052950666	0.8882326	0.77269214	8.597822	1.5497208e-06
26	26999	2389.033108472824	3128.0632	0.0	3128.0632	3128.0632	1000.0	2931.4766	0.87172174	2932.8367	2930.079	1000.0	243.11186	71.765686	318.11102	-33.019424	2.106482	0.99287844	2.7009854	30.560112	-12.104805	-246.66313	0.14450702	0.0011073233	0.146297	0.14272192	-0.013762041	0.8910175	0.7729588	8.240093	2.849847e-07
27	27999	2500.338452100754	3113.9216	0.0	3113.9216	3113.9216	1000.0	2429.745	494.56845	2957.0107	1589.7562	849.6	246.58371	71.20714	318.48303	-26.971714	1.9688245	0.9763343	2.6977139	27.993921	-9.896911	-249.98105	0.13965434	0.0017544891	0.1432175	0.137319	-0.046438124	0.88681525	0.7690983	8.821078	6.7055225e-08
28	28999	2606.230340719223	2744.2808	424.44214	3168.723	2319.8386	853.5	440.288	1.5012573	442.19885	437.22656	164.6	249.71513	70.95677	320.52307	-48.76912	2.126819	0.99333864	2.74972	26.96522	-10.975866	-253.02202	0.13638227	0.0008216975	0.13807327	0.13527998	-0.013188976	0.8904412	0.77385736	8.385024	3.2931566e-06
29	29999	2711.9612867832184	3270.538	0.0	3270.538	3270.538	1000.0	362.83322	87.67939	407.4847	187.28398	148.9	252.03506	72.01745	322.83093	-38.47492	2.0160253	0.98437047	2.7105105	28.70285	-12.168502	-255.21227	0.13478483	0.0011588152	0.13669266	0.13281833	-0.031291977	0.88392854	0.77009386	8.85661	4.7683716e-07
30	30999	2821.9535138607025	3182.0188	0.0	3182.0188	3182.0188	1000.0	3173.104	0.5205663	3174.454	3172.592	1000.0	252.45679	72.12193	322.6041	-22.60556	1.7962763	0.9937506	2.7284136	27.068024	-10.88125	-255.54694	0.1326857	0.0011568854	0.13447307	0.13102227	-0.01257057	0.8784928	0.7681614	8.164591	2.9802322e-07
31	31999	2933.9089064598083	3255.6365	0.0	3255.6365	3255.6365	1000.0	3120.1216	5.2259974	3130.8616	3115.725	1000.0	256.3019	71.69045	324.2151	-28.844595	1.774136	0.99313974	2.719249	27.41095	-11.102559	-259.36063	0.1309026	0.0008195698	0.1323403	0.12959354	-0.013893816	0.8838135	0.7683987	8.935758	1.0728836e-06
32	32999	3042.2944526672363	3235.9812	0.0	3235.9812	3235.9812	1000.0	1619.7356	26.379871	1652.3782	1572.5442	478.3	259.3456	71.52973	325.3097	-31.0433	1.8719755	0.9709707	2.7132697	25.268734	-11.468331	-262.34488	0.12641692	0.001787902	0.130416	0.12467361	-0.059751235	0.87524796	0.7608301	8.629671	1.6912818e-06
33	33999	3149.629475593567	3288.6765	0.0	3288.6765	3288.6765	973.0	726.2918	1.3613427	728.08624	723.88306	252.9	263.4984	71.18091	326.98688	-50.50199	1.6139688	0.9580282	2.710641	27.283932	-11.949515	-266.4055	0.12050005	0.002118139	0.12477784	0.11653245	-0.08875192	0.866858	0.7576112	8.80292	1.1175871e-06
34	34999	3256.691247701645	3261.5168	0.0	3261.5168	3261.5168	1000.0	808.2872	128.48123	939.71625	678.6726	283.3	264.50162	71.17999	328.11087	-31.15263	1.5546719	0.981414	2.7171106	26.239624	-12.047277	-267.31766	0.11509169	0.0010483987	0.116653815	0.113154314	-0.04015975	0.86502606	0.7599709	8.799562	1.4901161e-07
35	35999	3366.9547922611237	3213.8247	0.0	3213.8247	3213.8247	1000.0	2747.5415	623.2391	3295.143	1931.2761	836.5	265.6642	71.04055	329.07697	-27.406094	1.5538045	0.97758627	2.7400322	25.3387	-10.719323	-268.47336	0.11112419	0.001223348	0.11343053	0.10929347	-0.04915931	0.8637063	0.7611743	8.449004	7.4505806e-07
36	36999	3478.6717236042023	3277.668	0.0	3277.668	3277.668	1000.0	3331.2336	2.0286343	3335.9204	3328.2485	1000.0	267.98416	70.097984	329.2787	-22.670876	1.4712349	0.9933996	2.732761	25.23501	-10.093649	-270.62357	0.109479524	0.00045091513	0.11004412	0.108088866	-0.014607195	0.8611606	0.7582376	9.7408695	2.0191073e-06
37	37999	3586.210604429245	2095.0122	1207.2902	3302.3022	887.7219	637.0	897.09143	3.651047	904.0283	891.8703	269.8	271.03268	69.57095	332.10886	-19.135622	1.5671034	0.97420096	2.7777138	26.15367	-11.16636	-273.6688	0.10661003	0.0021532672	0.1094772	0.10310101	-0.057837747	0.862145	0.760042	8.291622	3.1590462e-06
38	38999	3696.712383031845	1142.377	187.50955	1329.8865	954.8674	340.5	3257.2644	0.92707896	3258.794	3255.5103	1000.0	270.96454	70.612564	331.75897	-21.093063	1.5858451	1.00048	2.7500985	24.73188	-10.411081	-273.4758	0.10334262	0.00037268753	0.10446312	0.102819055	0.0011414719	0.86070025	0.7583576	8.35557	8.940697e-08
