Epoch	TotalEnvInteracts	Time	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	TestEpLen	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	LossQ1	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	AverageAlpha	StdAlpha	MaxAlpha	MinAlpha	LossAlpha	AveragePreTanh	StdPreTanh	MaxPreTanh	MinPreTanh	AverageMCDisRet	StdMCDisRet	MaxMCDisRet	MinMCDisRet	AverageMCDisRetEnt	StdMCDisRetEnt	MaxMCDisRetEnt	MinMCDisRetEnt	AverageQPred	StdQPred	MaxQPred	MinQPred	AverageQBias	StdQBias	MaxQBias	MinQBias	AverageQBiasAbs	StdQBiasAbs	MaxQBiasAbs	MinQBiasAbs	AverageNormQBias	StdNormQBias	MaxNormQBias	MinNormQBias	AverageQBiasSqr	StdQBiasSqr	MaxQBiasSqr	MinQBiasSqr	AverageNormQBiasSqr	StdNormQBiasSqr	MaxNormQBiasSqr	MinNormQBiasSqr
0	999	2.9644381999969482	117.64366	35.242546	246.32356	83.36877	23.547619	102.83615	0.0	102.83615	102.83615	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.086655	44.172222	200.84534	3.8264585	-475.85483	302.87955	6.105017	-1368.3259	-0.06788083	0.43779498	1.548891	-1.447505	475.7869	302.89786	1369.0072	-6.826358	476.12018	302.37384	1369.0072	4.110317	0.95133847	0.26759785	1.0224826	-0.6826358	318120.3	336975.47	1874180.6	16.894707	475.97922	302.5073	1369.6887	1.6894706
1	1999	4.563457727432251	114.603645	30.699991	216.75778	78.325874	22.704546	102.83615	0.0	102.83615	102.83615	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.086655	44.172222	200.84534	3.8264585	-475.85483	302.87955	6.105017	-1368.3259	-0.06788083	0.43779498	1.548891	-1.447505	475.7869	302.89786	1369.0072	-6.826358	476.12018	302.37384	1369.0072	4.110317	0.95133847	0.26759785	1.0224826	-0.6826358	318120.3	336975.47	1874180.6	16.894707	475.97922	302.5073	1369.6887	1.6894706
2	2999	6.238935947418213	120.11217	34.498634	236.41992	78.29635	24.071428	107.59856	0.0	107.59856	107.59856	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.404755	47.953247	244.49245	3.7722921	-476.67368	309.1825	5.996535	-1480.381	-0.071065985	0.45097494	1.3436357	-1.5846364	476.6026	309.219	1480.9142	-6.211041	476.93558	308.7052	1480.9142	3.7634854	0.951057	0.2676042	1.0252953	-0.6211041	322766.44	361362.53	2193106.8	14.163822	476.79108	308.8554	1481.4474	1.4163822
3	3999	7.8986310958862305	118.93443	40.06673	269.6806	78.65518	23.809525	108.12913	0.0	108.12913	108.12913	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.755135	46.888737	211.94609	4.2770367	-504.02393	316.29736	6.159493	-1389.135	-0.05471944	0.45975947	1.6960938	-1.4859393	503.9692	316.303	1389.2296	-6.367915	504.27493	315.8154	1389.2296	3.9423532	0.9548135	0.2572779	1.0673892	-0.6367915	354032.6	365475.3	1929958.8	15.54215	504.1477	315.93723	1389.3241	1.554215
4	4999	9.569092273712158	124.7724	37.351788	268.74188	78.77655	24.875	107.68621	0.0	107.68621	107.68621	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.591255	52.949806	244.67007	3.9140024	-539.70483	355.25848	6.198375	-1600.2959	-0.065472536	0.44776952	1.3637273	-1.5239189	539.6393	355.25876	1600.8247	-6.0904846	539.93945	354.80243	1600.8247	3.9765952	0.95535725	0.25521508	1.0242797	-0.6090485	417419.38	466836.78	2562639.5	15.813309	539.80194	354.9127	1601.3535	1.5813309
5	5999	120.34059238433838	225.33377	105.25125	396.49	82.67043	43.391304	365.0146	0.0	365.0146	365.0146	67.0	219.7033	194.5274	574.02203	-53.2708	259.44458	-3.6077106	14.971041	207.84686	-21.839302	-234.80069	0.95799273	0.042557802	1.0137533	0.87887377	-0.39478862	0.9434259	1.1068714	35.617233	1.0728836e-06	160.59912	80.26894	326.0412	4.2301297	212.9378	110.368004	449.27844	4.2301297	435.38803	137.9838	569.07935	49.389458	222.45021	87.773674	499.5037	26.843191	222.45021	87.773674	499.5037	26.843191	1.950515	3.6873348	49.95037	0.1832993	57188.316	43431.188	249503.94	720.5569	537.29236	1564.5841	24950.395	5.9453897
6	6999	234.0001096725464	379.4551	80.56092	577.6218	269.2256	75.46154	381.20377	0.0	381.20377	381.20377	74.0	380.14914	217.5763	614.7149	-10.660179	293.21625	-4.819765	6.350803	29.95917	-20.963596	-406.1538	0.79945385	0.046550173	0.8787148	0.71648306	-1.5357937	0.8653902	0.65858537	5.8378763	4.4703484e-08	165.72237	89.192566	376.68683	3.5211477	215.45216	119.33968	504.14337	3.5211477	372.04773	192.90413	599.1016	3.6386075	156.59557	129.18222	424.68295	-155.96555	165.51228	117.541115	424.68295	0.025014766	0.88318473	0.8986349	6.501731	-0.71853197	41210.22	42921.6	180355.62	0.0006257385	217.32396	283.8179	1972.9193	1.7476152e-05
7	7999	348.4559631347656	389.71222	86.527	572.5876	261.9475	79.0	273.9798	0.0	273.9798	273.9798	53.0	331.77927	195.79573	603.78613	-9.392735	188.58752	-4.4910173	5.665526	30.330189	-20.317652	-353.2565	0.6360758	0.044916593	0.7163106	0.5595017	-2.9423716	0.8609896	0.6585722	5.765027	4.7683716e-07	157.07607	81.325035	316.04413	3.2281215	206.50343	110.92099	430.62445	3.2281215	313.02344	159.6635	515.44543	13.777323	106.520035	72.96083	285.12814	-56.266483	110.22301	67.23607	285.12814	0.24333079	0.59107137	0.5075276	5.1275134	-0.59048104	16669.8	15968.864	81298.055	0.059209876	78.62132	78.118866	518.0617	0.0005701618
8	8999	462.8843996524811	399.3641	83.25619	614.3392	298.28333	79.5	409.15546	0.0	409.15546	409.15546	76.0	261.61395	149.01013	519.22845	-9.108326	99.83445	-4.9041367	5.2713847	25.945826	-22.028708	-276.62402	0.48607105	0.040826257	0.55934507	0.4186869	-5.004446	0.8473228	0.6444559	5.7623158	5.327165e-07	174.50902	92.86268	388.52454	3.4104865	226.66174	124.952805	519.63654	3.4104865	270.3136	113.932945	422.21442	11.862036	43.65184	61.6708	175.51581	-173.17087	61.85851	43.38543	175.51581	0.074254915	0.37429604	0.49270394	5.261669	-0.37673888	5708.771	6393.549	30805.8	0.005513793	31.64827	37.020332	276.85162	1.4235359e-05
9	9999	577.9449214935303	440.78857	62.323288	526.5755	320.03787	87.454544	495.4344	0.0	495.4344	495.4344	98.0	227.10106	123.42015	424.2816	-8.864664	61.25647	-4.806766	5.3358207	28.981266	-22.068634	-238.44543	0.36278826	0.03065801	0.41856432	0.31241882	-6.91783	0.8455581	0.64089483	5.7826443	8.940697e-08	178.39496	91.45853	356.28015	3.3638785	230.81985	121.52038	468.2799	3.3638785	222.41534	109.31704	373.96225	8.651279	-8.40451	39.804836	104.543144	-111.759575	30.38863	27.047958	111.759575	0.039959233	0.014654246	0.27807856	3.1484492	-0.6390579	1655.0608	2506.5867	12490.202	0.0015967404	6.711364	9.812157	99.12732	2.976612e-05
